roi,neuron_count
ME_R_col_26_28,838
ME_R_col_08_14,838
ME_L_col_11_09,838
ME_L_col_16_13,838
ME_L_col_16_11,838
ME_R_col_06_14,838
ME_L_col_18_06,838
ME_L_col_25_25,838
ME_R_col_21_26,837
ME_R_col_32_22,837
ME_L_col_32_28,837
ME_R_col_33_26,837
ME_R_col_33_25,837
ME_L_col_25_24,837
LO_R_col_24_17,837
ME_L_col_09_08,837
LO_R_col_19_14,837
ME_R_col_28_29,837
ME_R_col_09_16,836
ME_L_col_28_29,836
ME_R_col_32_32,836
ME_L_col_15_27,836
ME_R_col_32_23,836
ME_L_col_19_26,836
ME_R_col_17_05,836
ME_R_col_10_19,835
ME_L_col_32_29,835
ME_L_col_14_30,835
ME_R_col_28_15,835
ME_R_col_07_13,835
ME_L_col_12_08,835
ME_R_col_11_19,835
ME_L_col_31_27,834
ME_L_col_30_30,834
ME_L_col_12_20,834
ME_L_col_14_21,834
ME_L_col_19_23,834
ME_R_col_31_28,834
ME_R_col_31_35,834
ME_L_col_15_08,834
LO_R_col_20_19,834
ME_R_col_32_30,834
ME_L_col_24_26,834
ME_L_col_09_10,834
ME_L_col_15_24,833
ME_R_col_09_22,833
ME_L_col_16_06,833
ME_L_col_26_33,832
LO_R_col_16_14,832
ME_R_col_20_33,832
ME_R_col_06_07,832
ME_L_col_29_28,832
ME_L_col_15_25,832
ME_L_col_17_28,832
ME_L_col_29_17,832
ME_R_col_20_28,832
ME_R_col_08_15,832
ME_L_col_27_30,832
ME_L_col_32_33,832
ME_R_col_07_09,831
ME_R_col_07_11,831
ME_R_col_07_19,831
LO_R_col_16_13,831
ME_L_col_20_33,831
ME_R_col_24_24,831
ME_R_col_25_36,831
ME_R_col_25_35,831
LO_R_col_17_18,831
ME_L_col_23_26,831
ME_R_col_09_19,831
ME_L_col_16_22,831
ME_R_col_33_31,830
ME_R_col_09_25,830
ME_R_col_33_33,830
LO_R_col_22_13,830
ME_L_col_28_25,830
ME_R_col_08_18,830
ME_L_col_23_28,830
ME_L_col_28_32,830
LO_R_col_17_12,830
ME_L_col_19_24,830
ME_R_col_08_10,830
ME_R_col_28_27,829
ME_R_col_27_36,829
ME_L_col_16_30,829
ME_R_col_07_14,829
ME_L_col_07_12,829
ME_R_col_30_24,829
ME_L_col_31_28,829
ME_R_col_21_08,828
ME_L_col_30_27,828
ME_R_col_09_06,828
ME_L_col_23_27,828
ME_L_col_09_27,828
ME_L_col_12_26,828
ME_R_col_09_21,828
ME_R_col_15_32,828
ME_L_col_07_20,828
ME_R_col_32_35,828
ME_L_col_21_23,827
ME_L_col_24_29,827
ME_R_col_08_16,827
ME_R_col_33_30,827
ME_L_col_32_23,827
ME_L_col_11_23,827
ME_L_col_07_22,827
ME_L_col_14_12,827
ME_L_col_15_23,827
ME_L_col_15_05,826
ME_L_col_12_14,826
ME_L_col_13_18,826
ME_R_col_16_32,826
LO_R_col_17_13,826
ME_L_col_14_26,826
ME_R_col_20_25,825
ME_R_col_20_27,825
ME_L_col_12_22,825
ME_L_col_24_36,825
ME_L_col_29_31,825
ME_R_col_29_27,825
ME_R_col_27_28,825
ME_L_col_15_06,825
ME_L_col_30_34,825
ME_L_col_22_30,825
ME_R_col_34_28,824
ME_L_col_14_20,824
ME_R_col_23_29,824
ME_L_col_08_12,824
ME_R_col_08_17,824
ME_R_col_27_14,824
ME_L_col_27_35,824
ME_L_col_26_31,824
LO_R_col_21_16,824
LO_R_col_26_25,824
LO_R_col_21_21,824
ME_R_col_08_22,823
ME_R_col_08_13,823
LO_R_col_19_17,823
ME_R_col_28_30,823
ME_L_col_10_21,823
ME_R_col_24_10,823
ME_L_col_16_26,823
ME_R_col_25_24,823
ME_L_col_17_27,822
ME_R_col_31_29,822
ME_L_col_08_09,822
ME_R_col_23_28,822
ME_L_col_30_26,822
ME_L_col_29_18,822
ME_L_col_18_29,822
ME_L_col_09_21,822
ME_L_col_07_10,822
ME_L_col_11_07,821
ME_L_col_33_29,821
ME_R_col_12_05,821
ME_L_col_09_25,821
ME_L_col_21_27,821
ME_R_col_06_12,821
LO_R_col_20_20,820
ME_L_col_07_19,820
ME_R_col_19_06,820
ME_R_col_32_21,819
ME_L_col_11_13,819
ME_L_col_31_25,819
ME_L_col_19_30,819
ME_L_col_16_29,819
ME_R_col_06_10,819
ME_L_col_27_25,819
ME_L_col_18_24,818
LO_R_col_19_23,818
ME_R_col_09_26,818
ME_R_col_08_24,818
ME_L_col_20_25,818
LO_R_col_22_19,818
ME_R_col_07_18,818
ME_L_col_17_05,818
ME_L_col_07_18,818
LO_R_col_23_19,817
ME_L_col_21_35,817
ME_L_col_30_18,817
ME_L_col_10_11,817
ME_L_col_11_05,817
ME_L_col_08_13,817
ME_L_col_33_26,816
ME_L_col_30_36,816
ME_L_col_11_17,816
ME_L_col_32_27,816
LO_R_col_12_13,816
ME_L_col_16_05,816
ME_L_col_10_22,816
ME_L_col_14_25,816
ME_R_col_17_33,815
LO_R_col_25_15,815
ME_R_col_07_17,815
ME_R_col_33_35,815
ME_L_col_08_14,815
ME_L_col_16_24,815
ME_L_col_21_25,815
ME_L_col_13_08,815
ME_L_col_27_32,815
ME_L_col_15_28,815
ME_L_col_12_09,815
ME_L_col_21_28,814
ME_L_col_32_22,814
ME_L_col_18_28,814
LO_R_col_18_16,814
ME_L_col_16_28,814
ME_R_col_08_05,814
ME_L_col_09_06,814
ME_L_col_09_19,814
ME_R_col_09_05,813
ME_L_col_08_08,813
ME_L_col_19_32,813
ME_L_col_10_05,813
ME_L_col_29_35,813
ME_L_col_11_08,812
ME_L_col_10_12,812
ME_L_col_09_16,812
LO_R_col_23_17,812
ME_R_col_08_11,812
ME_L_col_22_28,812
ME_R_col_09_20,812
ME_R_col_33_24,812
ME_L_col_12_17,812
LO_R_col_20_22,812
ME_R_col_08_07,811
ME_L_col_08_25,811
ME_L_col_13_26,811
LO_R_col_26_24,811
ME_R_col_33_32,811
ME_L_col_30_33,810
LO_R_col_21_17,810
ME_L_col_20_27,810
ME_R_col_29_16,810
ME_R_col_12_04,810
ME_L_col_22_29,810
ME_L_col_08_17,809
ME_L_col_10_13,809
ME_R_col_06_11,809
ME_L_col_19_28,809
LO_R_col_15_12,809
ME_L_col_14_27,809
ME_L_col_32_24,808
ME_L_col_30_35,807
ME_L_col_33_31,807
ME_L_col_14_28,807
ME_L_col_12_04,807
ME_L_col_17_31,807
ME_L_col_09_17,806
LO_R_col_22_24,806
ME_L_col_08_11,806
ME_L_col_29_26,806
ME_L_col_13_19,806
ME_R_col_06_08,806
ME_L_col_34_33,805
ME_L_col_11_20,805
ME_L_col_12_06,805
ME_L_col_13_24,805
LO_R_col_13_15,805
ME_L_col_10_15,805
ME_R_col_06_09,805
ME_L_col_10_06,805
ME_R_col_08_06,805
LO_R_col_20_12,805
ME_L_col_11_06,804
ME_L_col_10_23,804
ME_L_col_11_26,804
ME_R_col_07_10,804
LO_R_col_20_13,804
ME_L_col_21_33,803
LO_R_col_22_17,803
ME_L_col_20_29,803
ME_L_col_24_27,803
ME_L_col_14_04,803
ME_R_col_05_11,803
ME_R_col_15_04,803
ME_R_col_34_30,803
ME_L_col_12_25,803
ME_R_col_34_32,803
LO_R_col_23_22,802
LO_R_col_22_21,802
ME_L_col_06_07,802
LO_R_col_18_17,802
LO_R_col_18_13,802
ME_R_col_33_23,802
ME_R_col_08_21,802
ME_L_col_25_34,801
ME_L_col_12_16,801
ME_R_col_05_12,800
ME_L_col_19_31,800
ME_L_col_22_32,800
ME_L_col_19_27,800
ME_R_col_27_37,800
ME_L_col_28_15,800
LO_R_col_20_16,800
ME_L_col_13_21,800
LO_R_col_21_19,799
ME_L_col_13_17,799
ME_R_col_16_04,799
ME_L_col_08_10,799
LO_R_col_23_13,799
LO_R_col_24_18,799
LO_R_col_27_25,799
LO_R_col_24_19,799
LO_R_col_26_21,798
LO_R_col_19_22,798
ME_L_col_33_25,798
ME_R_col_09_04,798
ME_L_col_19_29,798
ME_L_col_08_18,798
ME_L_col_20_32,798
ME_L_col_17_26,797
ME_L_col_10_04,797
ME_R_col_13_04,797
ME_L_col_11_21,797
ME_L_col_31_35,797
ME_L_col_31_34,797
ME_R_col_34_34,797
ME_L_col_11_12,797
ME_R_col_34_27,797
ME_L_col_22_33,797
ME_L_col_26_35,796
ME_L_col_13_25,796
ME_R_col_29_37,796
ME_L_col_21_32,796
ME_L_col_06_19,796
ME_L_col_34_27,795
LO_R_col_18_14,795
ME_L_col_20_28,795
LO_L_col_18_14,795
ME_L_col_10_14,795
LO_R_col_24_15,795
LO_R_col_23_24,795
ME_L_col_12_24,795
ME_L_col_12_19,795
ME_L_col_06_18,794
LO_R_col_27_20,794
ME_L_col_25_11,794
ME_L_col_24_33,794
ME_L_col_25_31,794
ME_R_col_19_34,794
ME_R_col_29_36,794
ME_R_col_11_29,793
ME_R_col_30_36,793
LO_R_col_13_09,793
ME_R_col_25_11,793
ME_L_col_23_31,793
ME_L_col_11_19,793
ME_R_col_07_06,792
ME_L_col_33_27,792
LO_L_col_23_22,792
ME_L_col_10_20,792
ME_R_col_07_16,792
ME_L_col_23_32,792
LO_R_col_14_11,791
ME_L_col_15_26,791
ME_L_col_10_17,790
ME_L_col_10_16,790
ME_R_col_24_36,790
ME_L_col_07_23,790
ME_L_col_06_14,790
ME_L_col_33_30,790
LO_R_col_18_15,790
ME_R_col_08_19,790
ME_R_col_11_04,790
LO_R_col_19_16,790
ME_L_col_07_15,789
ME_L_col_29_16,789
ME_L_col_28_35,789
ME_L_col_06_08,789
LO_R_col_16_07,789
ME_L_col_24_30,789
ME_L_col_18_27,788
LO_R_col_16_12,788
ME_R_col_32_36,788
ME_R_col_28_37,788
ME_L_col_10_19,788
ME_L_col_09_05,788
ME_L_col_07_09,788
LO_R_col_15_16,788
LO_R_col_13_11,787
ME_L_col_34_28,787
LO_R_col_24_26,787
ME_R_col_05_08,787
ME_L_col_28_33,786
LO_R_col_24_22,786
LO_R_col_14_09,786
LO_R_col_22_18,786
ME_L_col_21_29,786
ME_L_col_23_30,785
LO_R_col_24_16,785
LO_R_col_22_20,785
ME_L_col_22_31,785
ME_R_col_06_16,785
ADMN(L),785
LO_R_col_16_11,785
ME_L_col_29_36,785
ME_L_col_34_31,785
ME_R_col_08_20,785
ME_R_col_05_10,785
ME_L_col_06_06,784
LO_R_col_23_18,784
LO_R_col_19_11,784
LO_R_col_20_21,784
ME_L_col_14_31,784
LO_L_col_22_18,783
ME_R_col_34_31,783
ME_L_col_13_20,783
LO_R_col_23_16,783
LO_R_col_13_12,783
LO_R_col_20_18,783
ME_L_col_15_04,782
LO_R_col_18_11,782
ME_R_col_34_29,782
ME_L_col_26_34,782
LO_L_col_24_17,782
ME_L_col_09_15,782
LO_L_col_19_18,782
ME_R_col_06_17,782
ME_R_col_10_04,782
LO_R_col_20_15,782
ME_L_col_07_11,782
LO_R_col_20_14,781
LO_L_col_28_25,781
ME_R_col_05_13,781
ME_L_col_08_06,781
ME_L_col_11_04,781
LO_R_col_21_20,781
LO_R_col_17_16,781
LO_R_col_21_12,780
ME_L_col_14_03,780
ME_L_col_14_23,780
LO_R_col_21_11,780
LO_R_col_28_20,779
ME_L_col_14_24,779
LO_R_col_25_22,779
ME_L_col_06_09,779
ME_L_col_27_37,779
ME_R_col_06_15,779
LO_R_col_28_24,779
ME_L_col_33_24,779
LO_L_col_17_11,778
ME_R_col_07_20,778
ME_L_col_05_14,778
ME_L_col_07_05,778
ME_L_col_13_30,777
LO_R_col_27_19,777
ME_R_col_21_35,777
LO_R_col_15_09,777
LO_R_col_19_12,777
ME_R_col_26_37,777
ME_R_col_06_06,776
ME_R_col_31_19,776
ME_L_col_27_33,776
ME_L_col_32_26,776
ME_R_col_33_34,775
LO_R_col_22_12,775
ME_R_col_30_37,775
LO_R_col_24_14,775
LO_R_col_19_13,775
LO_L_col_18_15,774
LO_R_col_25_23,774
LO_R_col_12_08,774
LO_L_col_23_21,774
ME_L_col_31_19,774
LO_L_col_25_16,774
ME_L_col_27_36,774
LO_R_col_14_12,773
LO_R_col_15_14,773
LO_R_col_16_20,773
ME_L_col_17_29,773
ME_R_col_34_33,773
LO_L_col_22_21,773
LO_R_col_29_22,773
ME_L_col_08_15,773
ME_R_col_07_05,773
ME_L_col_11_22,773
LO_R_col_21_18,773
ME_L_col_18_30,772
ME_R_col_11_03,772
LO_R_col_18_12,772
LO_R_col_25_14,772
ME_L_col_08_16,772
LO_R_col_13_13,772
LO_R_col_14_14,772
ME_L_col_06_11,772
LO_L_col_21_16,772
LO_L_col_23_18,771
LO_R_col_23_14,771
LO_R_col_19_20,771
ME_R_col_08_04,771
ME_L_col_07_07,771
LO_L_col_22_19,771
LO_R_col_18_24,771
LO_L_col_18_16,770
LO_L_col_20_20,770
ME_L_col_08_05,770
LO_R_col_23_12,770
ME_L_col_18_05,770
LO_R_col_12_10,770
ME_L_col_10_18,770
LO_R_col_18_08,770
ME_R_col_12_03,769
LO_R_col_16_15,769
DMetaN(R),769
LO_R_col_12_09,769
MetaLN(R),769
ME_L_col_06_16,768
ME_R_col_23_09,768
LO_R_col_21_15,768
LO_R_col_17_09,768
ME_R_col_07_15,768
ME_L_col_09_13,768
LO_R_col_13_18,768
LO_R_col_17_08,767
LO_R_col_25_16,767
ME_L_col_07_06,767
LO_R_col_22_22,767
ME_L_col_20_06,767
ME_R_col_07_21,766
LO_R_col_22_16,766
LO_R_col_29_28,766
LO_R_col_19_10,766
ME_R_col_04_09,766
LO_R_col_16_17,766
ME_R_col_05_09,766
ME_L_col_07_13,766
LO_R_col_24_23,765
LO_L_col_18_12,765
ME_L_col_18_31,765
LO_L_col_19_12,764
LO_R_col_22_25,764
LO_L_col_23_19,764
ME_R_col_31_37,764
LO_L_col_18_20,764
LO_R_col_23_25,764
LO_L_col_15_10,764
ME_L_col_12_18,764
LO_R_col_12_07,764
LO_R_col_09_10,764
ME_R_col_10_28,764
ME_L_col_23_33,764
LO_R_col_18_18,764
LO_R_col_25_17,763
ME_L_col_05_07,763
LO_R_col_19_21,763
ME_L_col_28_36,763
LO_R_col_17_17,763
LO_R_col_27_22,763
LO_R_col_21_22,763
ME_L_col_31_20,763
LO_L_col_20_17,762
ME_L_col_06_17,762
ME_L_col_09_20,762
LO_R_col_19_24,762
LO_R_col_16_08,762
LO_R_col_13_08,762
LO_R_col_22_23,762
ME_L_col_34_29,761
ME_L_col_07_08,761
LO_L_col_17_12,761
LO_R_col_23_20,760
LO_R_col_26_19,760
ME_L_col_05_12,760
ME_L_col_06_12,760
LO_R_col_13_10,760
ME_R_col_04_08,760
ME_R_col_22_08,760
LO_R_col_17_11,760
ME_L_col_08_07,760
LO_L_col_16_12,759
LO_L_col_18_19,759
ME_R_col_07_22,759
ME_L_col_32_21,759
LO_L_col_20_15,759
ME_L_col_06_15,759
ME_L_col_11_16,759
ME_L_col_17_04,759
LO_R_col_20_09,759
ME_L_col_15_32,759
LO_R_col_18_23,759
ME_R_col_08_25,758
LO_R_col_25_20,758
ME_L_col_07_04,758
LO_R_col_26_26,758
LO_L_col_22_26,758
LO_R_col_16_09,758
LO_R_col_21_24,758
LO_R_col_25_19,757
ME_R_col_05_14,757
LO_L_col_20_21,757
ME_L_col_22_08,757
LO_L_col_17_14,757
LO_R_col_27_24,756
LO_R_col_27_23,756
LO_R_col_28_19,756
ME_R_col_14_03,756
ME_L_col_09_14,756
LO_L_col_21_19,756
ME_R_col_25_37,755
LO_L_col_18_11,755
ME_R_col_23_36,755
ME_L_col_17_30,755
LO_R_col_15_11,755
LO_R_col_18_22,755
ME_R_col_05_07,755
ME_R_col_34_25,755
ME_R_col_26_12,754
ME_L_col_31_36,754
LO_L_col_16_10,754
LO_R_col_28_21,754
LO_R_col_21_13,753
LO_R_col_24_27,753
LO_R_col_22_10,753
LO_R_col_15_06,753
LO_R_col_17_14,753
LO_L_col_15_18,753
LO_R_col_15_13,752
ME_L_col_09_04,752
LO_L_col_25_22,752
ME_L_col_34_30,752
ME_L_col_08_03,751
LO_R_col_21_26,751
ME_L_col_07_16,751
LO_L_col_24_24,751
LO_R_col_10_11,751
LO_R_col_14_08,751
ME_R_col_06_19,751
LO_L_col_19_14,751
ME_R_col_30_17,751
LO_R_col_18_21,751
ME_L_col_34_32,750
LO_R_col_11_12,750
LO_R_col_27_26,750
ME_L_col_07_17,749
LO_R_col_23_15,749
LO_L_col_16_15,749
LO_R_col_15_18,749
LO_R_col_18_20,749
LO_R_col_26_16,749
LO_L_col_13_10,749
LO_R_col_25_24,749
ME_R_col_33_36,749
ME_L_col_07_14,749
LO_R_col_24_13,748
LO_L_col_16_11,748
LO_R_col_25_26,748
ME_R_col_27_13,748
LO_R_col_21_14,747
LO_L_col_17_17,747
ME_L_col_26_12,747
LO_R_col_14_10,747
LO_L_col_14_07,747
ME_L_col_15_03,746
LO_L_col_22_22,746
LO_R_col_22_15,746
DMetaN(L),746
ME_L_col_06_10,746
ME_L_col_24_32,745
LO_R_col_16_19,745
LO_R_col_17_20,745
LO_L_col_19_15,745
LO_R_col_25_25,745
LO_R_col_10_10,745
LO_R_col_11_13,744
ME_L_col_05_08,744
LO_R_col_22_11,744
LO_L_col_29_25,744
LO_L_col_27_22,744
LO_R_col_22_14,744
LO_R_col_23_27,744
LO_L_col_23_24,744
ME_L_col_08_20,744
ME_R_col_12_30,744
LO_L_col_21_21,743
LO_L_col_21_15,743
LO_R_col_19_15,743
LO_R_col_18_09,743
LO_R_col_12_12,743
LO_R_col_13_14,743
ME_R_col_07_23,743
LO_L_col_20_16,743
ME_R_col_06_20,742
ME_L_col_05_11,742
ME_L_col_09_03,742
LO_L_col_14_10,742
ME_R_col_06_18,742
LO_L_col_19_13,742
LO_R_col_26_20,742
LO_R_col_15_10,741
ME_R_col_34_26,741
LO_R_col_21_25,741
LO_L_col_24_13,741
LO_R_col_14_19,741
LO_R_col_15_17,740
LO_L_col_18_13,740
LO_R_col_15_08,740
LO_L_col_24_23,740
ME_L_col_05_09,739
ME_R_col_05_06,739
ME_L_col_33_34,739
ME_R_col_07_04,739
LO_L_col_25_24,739
LO_L_col_25_18,739
LO_R_col_23_23,739
LO_R_col_20_10,738
LO_R_col_19_27,738
LO_L_col_18_10,738
LO_L_col_24_25,738
ME_R_col_04_10,738
ME_L_col_05_15,738
LO_R_col_26_23,738
ADMN(R),738
ME_R_col_05_16,737
LO_R_col_24_25,737
LO_L_col_13_13,737
LO_R_col_28_25,737
LO_R_col_17_19,737
LO_R_col_22_27,737
LO_L_col_28_22,737
LO_L_col_14_08,737
ME_L_col_23_09,737
LO_R_col_15_20,737
LO_R_col_11_11,736
LO_R_col_19_25,736
LO_L_col_22_20,736
LO_R_col_24_24,736
LO_L_col_23_20,736
LO_L_col_25_25,736
LO_L_col_25_23,736
LO_R_col_25_27,736
LO_L_col_24_19,735
LO_L_col_13_26,735
LO_R_col_12_19,735
ME_L_col_31_18,735
LO_R_col_20_11,734
LO_L_col_17_10,734
LO_R_col_16_18,734
LO_L_col_21_17,734
LO_L_col_15_15,733
LO_L_col_21_20,733
LO_R_col_13_16,733
LO_L_col_14_12,733
ME_L_col_05_16,733
LO_R_col_17_15,732
ME_L_col_08_04,732
ME_R_col_32_37,732
LO_R_col_10_12,732
LO_R_col_27_18,732
LO_L_col_27_18,732
LO_L_col_19_11,731
ME_R_col_10_03,731
LO_R_col_16_06,731
LO_R_col_26_17,730
LO_L_col_17_09,730
LO_R_col_12_11,730
LO_L_col_15_09,730
LO_L_col_27_27,730
LO_R_col_26_28,730
ME_R_col_04_13,729
LO_R_col_15_07,729
ME_R_col_32_20,729
ME_R_col_22_36,729
LO_R_col_15_19,729
LO_R_col_10_13,729
LO_L_col_26_23,728
LO_L_col_18_08,728
LO_L_col_28_26,728
LO_R_col_13_07,728
LO_R_col_11_08,728
LO_R_col_15_22,728
LO_R_col_19_09,727
LO_R_col_26_18,727
ME_R_col_04_11,727
LO_L_col_24_21,727
ME_R_col_35_31,727
ME_R_col_35_28,726
LO_R_col_26_15,726
ME_L_col_29_37,726
LO_R_col_12_14,726
LO_R_col_12_18,726
LO_R_col_12_16,726
LO_R_col_19_19,726
ME_R_col_06_05,726
LO_L_col_18_21,726
ME_L_col_13_03,725
LO_L_col_21_18,725
ME_R_col_05_05,725
ME_R_col_04_07,724
ME_L_col_34_26,724
LO_L_col_17_18,723
LO_R_col_14_16,723
LO_L_col_21_11,723
LO_R_col_20_27,723
LO_R_col_23_26,723
LO_R_col_13_17,723
LO_R_col_20_23,722
LO_L_col_23_23,722
ME_R_col_13_03,722
LO_R_col_14_13,721
LO_L_col_24_20,721
LO_L_col_23_25,721
LO_L_col_19_20,721
ME_L_col_11_03,721
LO_R_col_14_17,720
ME_R_col_34_35,720
LO_R_col_21_28,720
ME_R_col_08_03,720
LO_R_col_25_18,720
ME_R_col_20_06,720
LO_R_col_15_21,720
LO_R_col_25_28,720
LO_R_col_27_30,720
LO_R_col_18_10,719
LO_R_col_14_05,719
LO_L_col_26_16,719
ME_R_col_21_07,719
LO_L_col_24_16,719
ME_L_col_26_37,719
LO_R_col_12_23,718
ME_L_col_04_10,718
LO_L_col_14_26,718
LO_L_col_23_17,718
LO_L_col_12_17,718
LO_R_col_28_22,717
LO_R_col_26_27,717
LO_L_col_26_20,717
LO_L_col_15_11,717
ME_R_col_35_32,717
LO_R_col_30_23,717
ME_L_col_06_13,716
ME_R_col_35_29,716
LO_L_col_27_19,716
ME_L_col_28_37,716
LO_R_col_16_16,716
LO_L_col_11_12,716
LO_L_col_22_14,715
LO_R_col_18_25,715
LO_R_col_13_05,715
LO_L_col_19_22,715
LO_R_col_28_23,715
LO_L_col_25_17,715
LO_L_col_20_18,715
LO_R_col_18_19,714
ME_R_col_29_38,714
LO_L_col_17_07,714
LO_L_col_24_22,714
LO_R_col_16_10,714
LO_L_col_26_24,714
LO_L_col_13_15,714
LO_L_col_14_09,714
ME_L_col_10_03,714
ME_L_col_04_11,714
LO_L_col_18_18,714
LO_L_col_19_10,714
ME_R_col_35_30,714
LO_L_col_18_17,713
LO_R_col_27_27,713
ME_L_col_12_03,713
LO_L_col_16_16,713
LO_L_col_23_14,713
ME_R_col_35_33,713
ME_R_col_06_04,713
LO_R_col_13_20,713
LO_R_col_11_07,713
ME_R_col_31_18,712
LO_R_col_17_22,712
LO_L_col_24_18,712
LO_L_col_15_19,712
ME_L_col_32_35,712
ME_L_col_35_30,712
LO_R_col_16_21,712
AME(R),712
LO_L_col_22_23,711
LO_R_col_11_09,711
LO_R_col_11_14,711
LO_L_col_25_15,711
LO_L_col_18_09,711
LO_R_col_08_04,711
ME_L_col_05_10,710
LO_L_col_18_23,710
LO_L_col_20_22,710
LO_L_col_22_17,710
LO_R_col_17_10,710
ME_R_col_09_27,710
LO_R_col_17_07,709
LO_L_col_17_15,709
LO_R_col_29_24,709
LO_L_col_16_14,709
LO_L_col_19_19,709
LO_L_col_29_21,709
LO_L_col_21_23,708
ME_L_col_05_13,708
LO_L_col_12_18,708
LO_L_col_19_17,708
ME_L_col_27_13,708
ME_R_col_04_06,708
EB,707
LO_L_col_21_14,707
ME_R_col_04_14,707
LO_R_col_30_28,707
LO_L_col_22_27,707
LO_R_col_14_06,707
LO_R_col_28_29,707
ME_L_col_07_03,707
LO_L_col_12_15,707
LO_R_col_27_21,707
LO_L_col_14_11,706
LO_R_col_11_10,706
ME_R_col_18_05,706
LO_R_col_14_20,706
LO_L_col_16_17,706
ME_R_col_09_03,706
LO_R_col_13_04,706
LO_R_col_12_15,706
LO_L_col_26_22,706
LO_R_col_09_11,706
ME_R_col_33_22,706
LO_L_col_12_16,706
ME_R_col_18_34,705
LO_R_col_08_08,705
LO_L_col_16_21,705
LO_L_col_13_14,705
ME_R_col_04_12,705
LO_L_col_16_09,705
LO_R_col_26_22,704
LO_R_col_14_18,704
LO_R_col_24_21,704
LO_L_col_17_13,704
LO_R_col_19_26,704
LO_R_col_17_21,703
ME_R_col_05_17,703
LO_R_col_16_22,703
LO_R_col_12_06,703
LO_L_col_17_19,703
ME_L_col_16_04,703
LO_R_col_30_21,703
LO_R_col_11_17,703
LO_L_col_14_16,703
LO_R_col_24_20,703
LO_L_col_26_15,703
LO_R_col_11_18,703
LO_R_col_20_25,702
LO_L_col_09_10,702
LO_L_col_15_16,702
LO_L_col_13_05,702
ME_L_col_06_05,702
LO_R_col_14_15,702
LO_R_col_23_21,702
LO_L_col_26_18,701
LO_L_col_23_15,701
LO_L_col_22_16,701
LO_R_col_22_26,701
ME_L_col_12_30,701
LO_R_col_31_27,701
LO_R_col_15_15,701
LO_L_col_14_20,701
LO_R_col_13_19,701
LO_L_col_17_22,700
ME_R_col_05_15,700
ME_L_col_34_34,700
ME_R_col_19_05,700
LO_R_col_13_06,700
LO_L_col_29_24,700
LO_R_col_29_25,700
LO_L_col_20_11,700
LO_R_col_26_29,700
LO_L_col_21_22,700
LO_R_col_10_16,699
LO_L_col_12_13,699
LO_R_col_09_08,699
LO_L_col_22_13,699
LO_L_col_13_16,699
LO_L_col_16_18,699
LO_L_col_17_08,699
ME_L_col_32_36,698
LO_L_col_15_12,698
LO_L_col_14_18,698
ME_R_col_20_35,698
LO_L_col_11_19,698
LO_L_col_12_12,698
LO_R_col_27_28,698
LO_L_col_13_09,698
LO_L_col_15_20,697
LO_L_col_15_06,697
ME_R_col_16_33,697
LO_L_col_11_13,697
ME_L_col_35_29,696
LO_R_col_28_28,696
LO_R_col_16_23,696
LO_R_col_14_21,696
LO_R_col_20_26,696
LO_L_col_20_10,696
LO_R_col_09_07,695
ME_L_col_04_09,695
ME_R_col_03_08,695
LO_R_col_18_29,695
LO_L_col_26_30,695
LO_L_col_15_13,695
LO_L_col_19_08,694
LO_R_col_09_14,694
LO_R_col_28_27,694
LO_L_col_13_12,694
LO_L_col_27_26,694
LO_L_col_14_17,694
ME_L_col_21_07,694
LO_L_col_25_28,694
LO_L_col_21_10,694
ME_L_col_19_05,694
ME_L_col_04_12,693
ME_R_col_05_04,693
LO_L_col_21_12,693
LO_L_col_17_23,693
LO_L_col_21_26,693
ME_R_col_14_32,693
LO_R_col_07_09,693
ME_L_col_23_36,693
LO_R_col_20_24,692
LO_L_col_20_26,692
ME_L_col_05_06,692
ME_L_col_06_04,692
LO_L_col_09_21,692
LO_R_col_17_24,692
ME_L_col_33_35,692
LO_L_col_15_14,691
LO_R_col_11_16,691
LO_L_col_21_24,691
LO_L_col_11_11,691
LO_L_col_27_17,691
LO_L_col_12_10,691
LO_L_col_18_07,691
LO_R_col_29_27,691
ME_R_col_17_04,690
ME_R_col_30_38,690
LO_R_col_29_21,690
LO_L_col_24_29,690
LO_L_col_25_19,690
LO_L_col_25_21,690
LO_L_col_25_29,690
LO_L_col_17_16,690
LO_R_col_21_23,690
LO_R_col_28_26,690
LO_L_col_28_21,690
ME_R_col_28_38,690
ME_L_col_30_17,690
LO_L_col_20_12,690
LO_L_col_21_09,689
LO_L_col_23_13,689
LO_L_col_14_13,689
LO_R_col_17_06,689
LO_L_col_22_11,689
LO_R_col_27_17,689
LO_R_col_26_30,689
LO_L_col_13_20,689
ME_L_col_04_07,689
ME_L_col_30_37,689
LO_L_col_17_20,689
LO_R_col_18_27,688
LO_R_col_29_23,688
LO_L_col_22_12,688
ME_R_col_07_03,688
LO_L_col_24_28,688
LO_R_col_07_07,688
LO_L_col_28_28,688
LO_R_col_18_26,687
LO_R_col_30_24,686
LO_L_col_11_17,686
LO_R_col_10_06,686
LO_L_col_13_11,685
LO_R_col_31_26,685
LO_L_col_28_27,685
LO_R_col_12_17,685
LO_R_col_23_11,685
LO_L_col_16_13,685
LO_L_col_16_20,685
LO_L_col_26_25,684
LO_L_col_11_09,684
LO_R_col_24_28,684
