type,count
INXXX382_b,4
IN23B017,4
INXXX263,4
INXXX215,4
"IN17A043, IN17A046",4
IN19B013,4
IN17A060,4
IN14A068,4
IN13B046,4
INXXX161,4
INXXX373,4
IN18B035,4
MNad15,4
IN04B080,4
IN12A039,4
"IN11A015, IN11A027",4
IN03A026_c,4
IN14A026,4
IN23B036,4
INXXX261,4
IN03B067,4
IN01A051,4
IN03A022,4
IN11A016,4
IN03B043,4
IN08B083_a,4
IN08B060,4
INXXX460,4
IN11A011,4
IN08A017,4
IN01A068,4
IN08B078,4
"IN19B045, IN19B052",4
IN12A053_c,4
INXXX378,4
INXXX387,4
IN09A053,4
IN04B050,4
IN03A024,4
IN23B045,4
IN01B046_b,4
"DVMn 2a, b",4
IN03A062_c,4
IN01B017,4
IN06A003,4
IN14A050,4
IN17A099,4
IN07B031,4
IN06B053,4
IN18B043,4
IN17A085,4
INXXX322,4
IN11A018,4
IN01A042,4
IN04B059,4
IN11A006,4
IN18B034,4
IN04B033,4
IN12A018,4
INXXX348,4
IN13B034,4
INXXX334,4
IN01A030,4
IN16B086,4
IN19B058,4
IN19A044,4
IN00A036,4
IN09A023,4
IN06B055,4
IN03A032,4
IN19B045,4
IN23B029,4
vPR9_a,4
INXXX474,4
INXXX353,4
IN12B078,4
TN1c_c,4
IN14B012,4
IN19B078,4
IN06B038,4
IN16B039,4
EN00B010,4
IN01B027_a,4
IN01B024,4
IN04B064,4
IN07B039,4
"IN16B088, IN16B109",4
"IN20A.22A036,IN20A.22A072",4
IN13B060,4
SNpp04,4
IN07B067,4
INXXX426,4
IN07B103,4
INXXX400,4
IN06A054,4
IN19B082,4
IN13A025,4
IN08B051_d,4
IN04B066,4
INXXX394,4
INXXX365,4
INXXX441,4
IN06A050,4
IN03A038,4
INXXX414,4
IN04B046,4
IN17A079,4
IN13B030,4
INXXX399,4
vMS12_c,4
IN08A038,4
IN00A022,4
IN13B080,4
IN04B028,4
IN03B053,4
IN01B027_b,4
INXXX406,4
IN08B087,4
AN05B108,4
IN11B009,4
IN04B026,4
IN03A041,4
IN19A090,4
IN12A041,4
IN23B062,4
vMS12_d,4
"DVMn 3a, b",4
IN17A090,4
IN19B040,4
INXXX293,4
IN18B047,4
IN07B073_c,4
IN13A023,4
IN01A065,4
IN13B037,4
IN05B085,4
IN14A032,4
IN04B095,4
IN06A065,4
IN09A030,4
IN19B038,4
IN16B062,4
IN03B012,4
IN08B058,4
IN01A056,4
IN01A075,4
IN05B066,4
IN12A037,4
IN08A021,4
IN19A052,4
IN08B064,4
IN00A043,4
IN08B055,4
IN16B080,4
IN09A034,4
INXXX418,4
IN08B077,4
SNpp06,4
INXXX427,4
IN11A031,4
"IN21A029, IN21A030",4
INXXX197,4
IN03B057,4
IN04B094,4
IN01A047,4
IN11A036,4
IN06A098,4
IN09A029,4
IN12B041,4
IN16B084,4
IN11A010,4
IN03B065,4
IN20A.22A070,4
IN13A053,4
IN07B058,4
IN09A076,4
IN01A083_b,4
IN03B078,4
IN23B058,4
MNad12,4
IN01B046_a,4
INXXX372,4
IN16B064,4
IN00A029,4
IN01A053,4
IN08B088,4
IN16B060,4
IN07B074,4
IN06B083,4
IN01B016,4
IN11A019,4
IN19A086,4
IN12B042,4
INXXX397,4
IN19A105,4
"IN20A.22A061,IN20A.22A066",4
IN03A088,4
IN02A036,4
IN11B024_c,4
IN19A043,4
INXXX407,4
IN10B031,4
IN20A.22A079,4
SNpp08,4
IN12B087,4
IN01B059_b,4
IN09A077,4
"IN23B044, IN23B057",4
IN11A030,4
IN14A106,4
IN06A090,4
IN04B088,4
IN08B092,4
"IN03A087, IN03A092",4
IN23B035,4
IN01A062_a,4
IN20A.22A033,4
IN11A034,4
IN06A087,4
IN04B096,4
IN07B027,4
IN13A032,4
IN11B024_b,4
IN01B062,4
IN14A119,4
IN12A059_e,4
IN18B052,4
IN07B092_a,4
IN09A037,4
IN16B051,4
IN19B048,4
IN06A052,4
IN12A057_a,4
INXXX411,4
IN03A082,4
IN07B064,4
IN20A.22A011,4
IN12B062,4
SNpp49,4
IN01B060,4
"IN09A025, IN09A026",4
IN16B063,4
IN16B092,4
IN16B056,4
IN06A111,4
IN06A088,4
INXXX395,4
IN02A035,4
IN11A032_d,4
IN03B062,4
IN03B059,4
IN06A097,4
IN06A119,4
INXXX428,4
IN14A039,4
IN00A065,4
"MNad04,MNad48",4
IN16B101,4
IN19B087,4
IN07B084,4
IN04B110,4
IN01B056,4
IN12A050_b,4
IN12A058,4
MNad25,4
IN06A033,4
INXXX438,4
INXXX424,4
IN19B054,4
IN08A039,4
IN12B073,4
SNpp21,4
IN05B064_b,4
IN02A034,4
IN21A079,4
IN01A064,4
SNpp24,4
IN06A071,4
EN27X010,4
IN12A043_d,4
IN01B039,4
IN21A047_d,4
IN05B089,4
"IN21A045, IN21A046",4
IN14A072,4
IN19B085,4
IN16B100_c,4
INXXX450,4
IN23B048,4
IN08A049,4
IN01A067,4
IN03B075,4
IN02A038,4
IN03A062_b,4
IN02A042,4
IN11B003,4
IN14A066,4
IN01A074,4
IN21A048,4
IN11B017_a,4
IN12B077,4
IN16B114,4
IN12B057,4
IN10B043,4
IN06A115,4
IN16B111,4
IN12B051,4
IN04B098,4
IN06A091,4
"INXXX447, INXXX449",4
INXXX437,4
IN09B050,4
IN21A116,4
IN01B041,4
IN02A040,4
IN14A081,4
IN16B059,4
IN09A052,4
IN02A056_a,4
IN06A093,4
IN11B021_c,4
IN13A058,4
IN02A050,4
IN11B021_e,4
"IN03B082, IN03B093",4
IN20A.22A082,4
IN19B081,4
IN14A046,4
IN07B092_d,4
"IN01B038,IN01B056",4
IN09A058,4
IN18B050,4
IN12B045,4
EN21X001,4
IN01B064,4
IN11B016_b,4
IN19A120,4
IN09A048,4
IN12A063_c,4
IN06A100,4
IN14A111,4
IN23B091,4
IN08B070_a,4
IN12A063_a,4
IN17A101,4
IN07B096_c,4
IN03A096,4
SNch09,4
IN02A063,4
IN13A072,4
IN11A044,4
IN01B100,4
IN21A102,4
IN02A060,4
IN06A129,4
IN09B053,4
IN01B083_c,4
SNpp03,4
IN19A110,4
IN21A086,4
IN21A041,4
EN00B023,4
IN11B022_a,4
ENXXX012,4
MNad54,4
IN14A035,4
IN01B099,4
IN04B111,4
IN01B098,4
IN13A071,4
"MNnm07,MNnm12",4
INXXX442,4
SNpp09,4
DNge001,3
DNge137,3
AN05B006,3
DNge177,3
DNge025,3
DNge095,3
DNge015,3
AN18B032,3
ANXXX338,3
AN05B052,3
AN05B078,3
AN12B076,3
DNg18_a,3
AN07B101_b,3
AN08B096,3
AN08B099_g,3
DNpe018,3
AN12B080,3
AN19B046,3
AN08B094,3
LgAG9,3
AN07B072_b,3
AN07B072_a,3
AN19B076,3
AN07B072_d,3
AN06A095,3
AN10B062,3
IN19A124,3
IN00A002,3
INXXX421,3
IN00A050,3
IN12B084,3
IN23B064,3
IN19A070,3
IN06A028,3
IN00A020,3
IN00A014,3
IN23B084,3
INXXX302,3
MNad20,3
EN00B016,3
vPR9_c,3
IN04B054_c,3
INXXX268,3
IN08B051_a,3
IN17A048,3
IN03A018,3
IN01B019_a,3
INXXX309,3
IN04B106,3
IN11A004,3
IN05B057,3
IN00A021,3
IN17A112,3
IN12B066_c,3
IN12A053_a,3
IN04B057,3
IN21A032,3
IN00A028,3
IN04B012,3
IN12A061_d,3
IN05B075,3
IN03A048,3
IN13B031,3
IN12A056,3
IN04B089,3
IN03A028,3
IN05B072_a,3
IN13B062,3
INXXX385,3
IN09A038,3
INXXX303,3
IN09A032,3
IN05B061,3
IN04B085,3
IN14A051,3
GFC1,3
"SNpp20,SApp02",3
IN08B072,3
IN00A035,3
IN08B083_d,3
IN12B068_b,3
IN01B069_b,3
IN00A049,3
INXXX360,3
IN23B059,3
IN00A041,3
IN01B037_b,3
IN07B094_a,3
IN17A053,3
IN14A036,3
IN06B050,3
IN11A017,3
IN21A080,3
IN01B034,3
IN04B086,3
IN08B051_c,3
IN00A062,3
IN16B054,3
IN01A063_b,3
IN23B068,3
IN16B085,3
IN16B075_f,3
IN03A083,3
IN23B053,3
IN23B061,3
IN03B086_b,3
IN04B030,3
IN07B076_c,3
EN00B015,3
IN23B073,3
IN14A107,3
IN21A026,3
IN07B073_d,3
IN01B040,3
IN04B097,3
IN06A057,3
IN00A067,3
IN11A032_e,3
IN20A.22A037,3
IN07B092_c,3
IN16B046,3
IN01B043,3
IN17A116,3
IN13B069,3
IN11A032_a,3
IN12A061_a,3
IN19A072,3
"IN08A026,IN08A033",3
IN17A118,3
IN19A103,3
IN14A045,3
IN13A063,3
IN21A076,3
IN13A069,3
IN01B075,3
IN20A.22A078,3
IN14A097,3
IN09A082,3
IN14A082,3
IN07B076_b,3
IN14A080,3
IN14A031,3
"SNta22,SNta23",3
IN09A087,3
IN19A111,3
"IN23B069, IN23B079",3
"IN17A109, IN17A120",3
IN12B061,3
IN03B085,3
EN00B008,3
IN21A099,3
"SNpp34,SApp16",3
IN03B086_e,3
IN19A088_e,3
IN14A089,3
IN06A139,3
IN21A034,3
IN17A110,3
IN11B016_c,3
IN07B096_d,3
IN11B021_a,3
IN20A.22A062,3
IN06A122,3
"SApp02,SApp03",3
IN20A.22A087,3
IN02A067,3
IN11A040,3
SApp05,3
IN01B092,3
IN19A133,3
IN03B086_a,3
IN21A096,3
IN16B107,3
IN01B091,3
IN19A121,3
MNhl65,3
IN16B100_a,3
IN00A019,3
IN11A012,3
IN21A100,3
IN19A135,3
DNp01,2
DNp18,2
pIP1,2
DNg56,2
DNg100,2
DNpe013,2
DNp20,2
DNp27,2
DNb05,2
DNp30,2
AN07B004,2
AN12B011,2
ANXXX033,2
aSP22,2
DNpe042,2
DNp11,2
DNp02,2
DNg30,2
DNg105,2
DNg74_a,2
DNg15,2
DNge103,2
DNg90,2
DNge036,2
DNg16,2
AN02A002,2
DNg75,2
DNp29,2
DNge083,2
DNge037,2
DNg35,2
DNpe056,2
DNp06,2
DNp35,2
DNg99,2
DNp55,2
DNp36,2
DNp31,2
DNg108,2
DNp47,2
DNp103,2
DNpe053,2
DNg34,2
DNge054,2
DNge050,2
DNge041,2
DNg22,2
DNp19,2
DNc02,2
DNp73,2
DNa02,2
DNg40,2
DNp59,2
DNa10,2
DNp63,2
DNp13,2
DNg98,2
DNb09,2
DNde002,2
DNp10,2
AN19B019,2
DNa01,2
DNge035,2
DNge138,2
DNpe025,2
DNa09,2
DNp08,2
DNbe001,2
DNge039,2
DNp62,2
DNg37,2
ANXXX109,2
DNg74_b,2
DNpe017,2
DNg29,2
DNa16,2
DNg88,2
AN06B009,2
DNg80,2
AN02A001,2
DNp26,2
DNg96,2
DNpe034,2
DNp70,2
IN06B012,2
DNge040,2
DNge011,2
DNp43,2
DNpe052,2
AN08B007,2
DNge059,2
DNp38,2
DNb01,2
DNge003,2
DNp33,2
DNge006,2
DNae009,2
DNg49,2
DNp48,2
DNge132,2
AN12B001,2
DNpe001,2
DNx01,2
DNb07,2
DNp42,2
DNg93,2
DNpe002,2
DNg24,2
DNge143,2
DNp03,2
pMP2,2
DNp23,2
AN01A089,2
DNp09,2
DNbe007,2
DNp66,2
DNge047,2
DNge062,2
DNa15,2
DNde005,2
AN19B017,2
CB0429,2
DNge053,2
DNge107,2
DNge049,2
DNge129,2
DNg39,2
DNb06,2
DNa04,2
DNpe045,2
DNp69,2
DNg70,2
DNp34,2
DNa11,2
DNa03,2
DNge146,2
DNbe004,2
DNae002,2
AN07B018,2
DNp05,2
DNge068,2
DNge032,2
DNp14,2
DNp12,2
DNg13,2
DNge067,2
DNg78,2
DNge141,2
DNbe003,2
pIP10,2
DNp04,2
DNge026,2
DNp71,2
DNd02,2
DNg32,2
DNg103,2
DNge051,2
DNp101,2
DNg19,2
DNpe007,2
DNp49,2
DNp15,2
DNg111,2
DNbe006,2
DNpe043,2
DNp45,2
DNd05,2
DNp68,2
DNp54,2
IN01A020,2
DNg104,2
DNge042,2
DNge048,2
DNae003,2
DNge027,2
DNc01,2
DNp102,2
DNg60,2
DNa08,2
DNpe023,2
DNg31,2
ANXXX127,2
DNge101,2
AN05B102a,2
DNge043,2
DNpe006,2
DNg27,2
DNb04,2
DNge065,2
DNd03,2
DNp07,2
DNg101,2
DNae001,2
DNpe021,2
DNpe022,2
DNge084,2
AN05B004,2
DNae007,2
DNpe032,2
ANXXX106,2
DNae005,2
DNpe005,2
DNp24,2
DNp64,2
DNge073,2
DNde007,2
DNp104,2
DNge142,2
DNae010,2
AN10B005,2
DNge123,2
DNge075,2
DNa05,2
DNpe050,2
AN19A038,2
DNp22,2
DNge023,2
DNbe005,2
DNd04,2
DNpe026,2
DNg38,2
DNp57,2
AN27X017,2
DNge018,2
AN09B017f,2
DNge099,2
DNg91,2
AN17A008,2
DNge135,2
DNde006,2
DNp58,2
AN01A055,2
DNg87,2
DNge044,2
DNg84,2
DNg68,2
DNg109,2
DNg48,2
DNpe027,2
DNg14,2
DNge056,2
DNg43,2
DNg59,2
DNp67,2
DNpe055,2
DNge080,2
DNge140,2
DNge007,2
DNp60,2
DNge148,2
DNge100,2
DNge124,2
DNge128,2
DNg50,2
DNge125,2
DNge060,2
DNge010,2
DNge028,2
AN06B014,2
DNge069,2
DNge004,2
AN27X021,2
DNge122,2
DNp44,2
DNge022,2
DNg71,2
AN06B011,2
DNge104,2
DNge033,2
DNae004,2
DNg44,2
DNge002,2
DNg54,2
DNpe030,2
DNpe049,2
DNge070,2
DNge098,2
DNde001,2
DNpe020,2
AN08B014,2
DNge076,2
DNge139,2
DNg95,2
DNge086,2
DNge133,2
AN08B032,2
DNge088,2
AN03A008,2
DNg85,2
DNg81,2
DNp53,2
DNg41,2
DNp46,2
DNp25,2
DNg33,2
AN08B020,2
AN09B017e,2
DNg20,2
ANXXX057,2
ANXXX093,2
DNp21,2
DNa14,2
DNge096,2
ANXXX102,2
ANXXX068,2
DNge106,2
DNg17,2
DNae008,2
DNge063,2
DNg73,2
DNg62,2
DNge082,2
DNge038,2
DNge008,2
DNpe035,2
AN06B040,2
AN06B004,2
DNg61,2
DNg97,2
AN17A026,2
DNg89,2
AN17B005,2
AN27X015,2
DNg63,2
DNge131,2
AN17A002,2
DNp65,2
DNg42,2
AN27X003,2
ANXXX250,2
DNg69,2
AN10B018,2
DNpe041,2
DNg76,2
DNge173,2
DNg64,2
AN17B012,2
DNge127,2
DNge077,2
DNae006,2
AN09B017g,2
DNpe040,2
DNg05_a,2
DNpe028,2
DNp28,2
AN07B037_b,2
AN05B103,2
DNge078,2
AN06B025,2
AN27X022,2
AN09B002,2
AN01A086,2
DNge121,2
DNge184,2
DNp39,2
DNge072,2
DNge052,2
ANXXX094,2
DNg09_b,2
AN06B037,2
DNge016,2
AN09B011,2
DNge147,2
DNge057,2
DNg47,2
AN17B009,2
DNg46,2
DNge097,2
DNg58,2
DNge175,2
AN17A050,2
ANXXX002,2
DNge030,2
AN10B017,2
AN09B017d,2
DNge012,2
DNge081,2
ANXXX071,2
DNg45,2
DNg21,2
DNg107,2
DNge058,2
AN17A076,2
AN23B001,2
DNge064,2
DNge013,2
AN07B017,2
DNge029,2
DNge034,2
DNpe033,2
AN08B025,2
AN12B006,2
DNg01_b,2
ANXXX139,2
AN05B102d,2
AN09B017c,2
AN18B022,2
AN19B028,2
AN19B025,2
DNg94,2
AN09B017b,2
AN17B016,2
DNg23,2
DNge134,2
AN10B026,2
ANXXX218,2
AN09B017a,2
ANXXX082,2
DNa07,2
DNpe036,2
DNge174,2
AN08B027,2
AN09B007,2
AN27X016,2
DNg02_d,2
AN10B021,2
AN06B034,2
DNg12_d,2
AN05B102c,2
AN02A009,2
AN05B023d,2
AN18B001,2
AN06B057,2
DNxl114,2
AN02A017,2
AN03B094,2
AN19B049,2
DNge105,2
AN06B026,2
ANXXX131,2
DNp16_a,2
AN12A003,2
DNg02_f,2
DNge021,2
AN09B027,2
ANXXX050,2
AN05B025,2
AN09B003,2
AN17B007,2
AN05B023c,2
AN02A005,2
AN06B090,2
DNpe037,2
AN18B004,2
AN03A002,2
AN23B003,2
AN08B069,2
DNge144,2
AN09B016,2
DNg12_h,2
ANXXX462a,2
DNpe010,2
AN19B024,2
ANXXX030,2
DNge110,2
ANXXX174,2
AN06A015,2
DNge183,2
ANXXX055,2
DNge178,2
ANXXX075,2
AN05B102b,2
AN07B106,2
ANXXX165,2
ANXXX005,2
INXXX056,2
DNg57,2
ANXXX151,2
AN01A033,2
AN02A025,2
AN09B014,2
DNp16_b,2
AN23B004,2
AN09B059,2
DNp72,2
AN08B086,2
AN08B013,2
AN19B110,2
AN10B008,2
AN23B010,2
AN19B014,2
AN13B002,2
AN09B034,2
AN27X008,2
AN08B048,2
AN12B005,2
DNg12_g,2
DNg83,2
AN08B050,2
AN06B089,2
dMS9,2
AN10B009,2
AN17A004,2
DNg67,2
ANXXX006,2
AN09B026,2
AN09B019,2
AN18B023,2
ANXXX191,2
AN05B035,2
ANXXX132,2
AN09B024,2
AN05B005,2
DNge120,2
AN06B012,2
DNge090,2
AN05B098,2
DNge014,2
AN07B036,2
DNge109,2
AN07B021,2
DNg53,2
AN19B015,2
ANXXX144,2
ANXXX026,2
AN09B015,2
AN09A007,2
AN01B018,2
AN05B044,2
ANXXX178,2
DNge074,2
AN06B005,2
ANXXX154,2
AN04B051,2
vMS13,2
ANXXX072,2
DNge180,2
DNge017,2
DNg01_c,2
AN05B021,2
AN03B009,2
AN17B011,2
ANXXX013,2
ANXXX152,2
AN05B095,2
AN06B088,2
AN07B040,2
DNge153,2
ANXXX404,2
DNg01_a,2
ANXXX136,2
AN19B042,2
IN17A029,2
AN06B075,2
AN06B023,2
AN03B050,2
AN09B031,2
AN09B028,2
AN17A009,2
AN19B004,2
AN18B002,2
AN09B036,2
AN02A016,2
AN01A049,2
ANXXX214,2
AN17A031,2
DNg05_c,2
AN06B044,2
DNpe024,2
AN08B016,2
AN07B015,2
DNge182,2
DNge154,2
AN16B078_a,2
ANXXX099,2
AN08B099_f,2
AN07B024,2
AN08B066,2
AN23B002,2
AN08B057,2
ANXXX130,2
AN18B025,2
AN07B043,2
vMS16,2
AN05B069,2
AN05B107,2
AN17A047,2
DNge126,2
AN09B006,2
AN06A016,2
ANXXX254,2
AN08B053,2
ANXXX296,2
IN27X001,2
DNge119,2
DNge102,2
AN08B015,2
LN-DN1,2
AN01A014,2
AN23B026,2
AN09B013,2
DNge176,2
AN03B039,2
ANXXX092,2
AN09B021,2
AN26X004,2
AN19A019,2
AN01B014,2
ANXXX410,2
ANXXX074,2
AN07B078_b,2
AN19B032,2
ANXXX037,2
AN19B039,2
AN17B002,2
AN05B023a,2
AN09B042,2
AN12A017,2
AN11B008,2
AN19B022,2
AN16B116,2
AN17A068,2
AN19B010,2
AN07B078_a,2
AN10B025,2
ANXXX264,2
AN02A022,2
AN01A006,2
AN07B025,2
AN05B058,2
AN07B101_c,2
DNge045,2
AN05B081,2
SApp20,2
AN05B049_c,2
AN01A021,2
AN18B020,2
INXXX063,2
AN06A017,2
AN17A073,2
AN03B095,2
AN02A046,2
EA06B010,2
ANXXX023,2
AN06A030,2
AN08B099_h,2
AN08B089,2
ANXXX024,2
AN07B011,2
SLP406,2
AN08B095,2
AN05B071,2
AN07B101_a,2
AN05B015,2
AN08B099_b,2
AN07B003,2
AN05B056,2
AN06B031,2
AN08B109,2
AN08B111,2
AN05B050_b,2
AN07B046_c,2
AN08B005,2
IN17A051,2
AN08B103,2
AN07B071_a,2
AN06B045,2
AN05B049_b,2
AN05B054_a,2
ANXXX171,2
AN07B072_f,2
IN06B027,2
AN08B099_c,2
AN07B082_d,2
AN07B057,2
AN05B045,2
AN07B032,2
AN05B050_a,2
AN07B072_c,2
AN06A060,2
AN06B048,2
AN07B082_b,2
AN06B046,2
AN06A018,2
AN08B099_e,2
AN07B082_c,2
AN08B099_d,2
AN16B078_b,2
AN06A041,2
AN14B012,2
ANXXX086,2
AN07B082_a,2
AN08B110,2
AN08B043,2
AN08B102,2
AN06A010,2
AN11B012,2
DNg65,2
AN07B046_b,2
AN18B003,2
AN05B048,2
AN09B044,2
AN07B063,2
AN16B081,2
AN19B100,2
DNg02_e,2
DNg92_a,2
AN08B107,2
AN06B042,2
DNge130,2
AN05B023b,2
AN10B031,2
AN07B100,2
ANXXX008,2
AN05B105,2
IN08B021,2
AN19B106,2
DNg01_d,2
AN19B102,2
EAXXX079,2
AN06A027,2
AN27X024,2
AN05B049_a,2
AN27X004,2
ANXXX308,2
AN05B076,2
AN19B018,2
DNge055,2
DNpe039,2
ANXXX434,2
AN27X020,2
ANXXX196,2
AN08B041,2
ANXXX255,2
DNa06,2
ANXXX108,2
DNpe016,2
DNp56,2
DNp32,2
EA27X006,2
DNge079,2
AN07B071_b,2
IN07B016,2
IN07B010,2
IN17B003,2
IN01A008,2
IN03A003,2
IN19B110,2
IN19B107,2
INXXX147,2
IN10B001,2
IN05B002,2
IN27X005,2
INXXX025,2
IN19B008,2
INXXX003,2
IN04B004,2
INXXX004,2
IN05B094,2
INXXX089,2
INXXX036,2
INXXX107,2
IN04B001,2
INXXX077,2
IN08B001,2
IN19B108,2
IN11A001,2
TTMn,2
INXXX042,2
IN10B004,2
INXXX022,2
MNwm36,2
MNwm35,2
INXXX038,2
IN01B001,2
IN23B001,2
MNml82,2
IN12A010,2
IN04B007,2
hg1 MN,2
IN06B018,2
IN02A004,2
IN05B034,2
IN05B005,2
IN05B003,2
IN13B007,2
INXXX011,2
IN18B015,2
IN13B048,2
IN07B008,2
IN03B011,2
IN05B011a,2
INXXX135,2
dPR1,2
IN05B008,2
INXXX087,2
MNhl64,2
INXXX052,2
IN13B059,2
IN04B005,2
IN05B012,2
IN17A013,2
i2 MN,2
IN10B003,2
INXXX039,2
IN08B080,2
IN03A023,2
IN11B004,2
IN05B039,2
IN27X004,2
IN03A026_b,2
INXXX158,2
IN06B003,2
IN05B030,2
INXXX137,2
IN02A008,2
IN05B031,2
IN18B006,2
IN08A003,2
IN12A004,2
MNhm42,2
MNad68,2
MNad49,2
IN04B006,2
IN03B005,2
IN02A026,2
IN19A018,2
IN19A017,2
IN23B011,2
IN12A019_c,2
IN08B017,2
IN17A011,2
IN18B008,2
IN08B006,2
MNad61,2
IN05B018,2
IN17B006,2
IN13A011,2
INXXX183,2
IN09B014,2
i1 MN,2
IN21A094,2
MNad64,2
INXXX115,2
IN05B021,2
INXXX143,2
IN04B002,2
IN08B019,2
IN19B004,2
IN03B022,2
ps1 MN,2
INXXX223,2
MNad41,2
IN05B020,2
IN14A093,2
IN07B013,2
IN14B002,2
IN17A040,2
IN19B011,2
IN00A001,2
INXXX129,2
IN19B007,2
IN17A023,2
INXXX029,2
IN19A028,2
hg4 MN,2
INXXX225,2
MNad33,2
IN14B004,2
IN10B006,2
tp2 MN,2
IN01A016,2
IN13B008,2
IN03B001,2
IN10B016,2
dMS5,2
IN10B015,2
IN06A024,2
IN04B075,2
INXXX111,2
IN06B006,2
vMS17,2
IN00A016,2
IN12A009,2
IN03A015,2
IN12A019_b,2
IN06B015,2
IN19B027,2
IN07B104,2
IN03A026_d,2
INXXX184,2
hg3 MN,2
INXXX065,2
IN06A005,2
IN16B014,2
INXXX084,2
INXXX007,2
INXXX031,2
IN19A142,2
IN03B025,2
IN06B014,2
IN14B001,2
IN12A012,2
b2 MN,2
IN12A006,2
IN18B009,2
IN05B001,2
INXXX232,2
IN10B010,2
IN12A021_a,2
tpn MN,2
IN12A007,2
SNpp12,2
IN17B014,2
LBL40,2
INXXX167,2
IN18B045_a,2
TN1a_h,2
IN05B038,2
IN19A040,2
IN19B005,2
MNhl02,2
IN12B010,2
INXXX324,2
b3 MN,2
INXXX073,2
"DLMn a, b",2
IN10B002,2
MNad42,2
IN05B073,2
b1 MN,2
MNnm13,2
IN07B022,2
IN19B015,2
MNhl59,2
IN10B013,2
IN12A043_c,2
IN01B072,2
IN03A043,2
IN03B036,2
IN12B009,2
INXXX181,2
MNad67,2
IN17A066,2
IN00A004,2
IN11B002,2
IN14B003,2
IN19B016,2
IN03B016,2
IN06B020,2
IN06B019,2
INXXX124,2
IN03A005,2
MNml81,2
IN27X007,2
IN03B028,2
IN16B024,2
INXXX048,2
IN18B033,2
IN18B017,2
IN19A034,2
IN12B004,2
IN17B010,2
IN18B012,2
IN07B020,2
IN17A042,2
IN01A028,2
INXXX349,2
IN06A013,2
IN01A017,2
IN18B013,2
INXXX076,2
IN06B054,2
IN01A027,2
IN17A032,2
INXXX066,2
ADNM1 MN,2
IN12A005,2
IN00A010,2
IN02A013,2
INXXX425,2
MNhl62,2
IN04B020,2
IN07B034,2
IN09A015,2
INXXX180,2
IN08B003,2
IN18B032,2
IN12B015,2
IN03B034,2
IN03B024,2
IN09A028,2
IN06B032,2
INXXX216,2
IN20A.22A029,2
INXXX192,2
INXXX188,2
SNpp31,2
IN18B018,2
IN17A030,2
INXXX101,2
IN06A006,2
IN23B095,2
IN00A007,2
INXXX091,2
vMS12_b,2
INXXX220,2
IN19B033,2
IN07B014,2
INXXX104,2
tp1 MN,2
IN13B063,2
IN19A033,2
IN12A008,2
IN06A038,2
IN03B029,2
MNad66,2
MNad65,2
IN06A004,2
INXXX288,2
MNnm03,2
MNnm08,2
IN19B020,2
IN05B013,2
TN1a_b,2
IN17A065,2
IN05B037,2
IN19B023,2
IN03A012,2
INXXX153,2
MNad62,2
IN19A037,2
MNad34,2
IN07B051,2
IN14B009,2
IN03B031,2
IN09A011,2
IN07B026,2
INXXX179,2
INXXX201,2
INXXX355,2
INXXX381,2
iii3 MN,2
IN09A089,2
IN07B028,2
IN19B030,2
IN04B061,2
IN02A018,2
IN03B008,2
PSI,2
IN18B014,2
IN23B012,2
IN00A012,2
IN01A002,2
IN06B022,2
INXXX319,2
IN04B039,2
IN18B031,2
IN23B016,2
MNad40,2
IN03A074,2
IN19B109,2
IN18B029,2
INXXX237,2
IN19A049,2
dMS10,2
IN21A021,2
IN19B031,2
IN27X014,2
IN13B085,2
IN18B028,2
IN05B019,2
INXXX351,2
MNhm03,2
IN12A016,2
IN14B006,2
INXXX242,2
IN12A026,2
IN13A031,2
MNad30,2
IN08B052,2
IN06A008,2
IN05B041,2
INXXX159,2
IN14B008,2
IN19A031,2
INXXX114,2
IN00A058,2
IN06A009,2
IN12A021_c,2
IN23B067_e,2
IN05B036,2
IN19B034,2
INXXX134,2
INXXX270,2
IN12A024,2
iii1 MN,2
ps2 MN,2
IN01A029,2
IN04B016,2
IN12B016,2
IN05B024,2
IN05B043,2
IN11B012,2
IN19B002,2
IN06A012,2
INXXX173,2
MNad23,2
IN03A011,2
MNad63,2
IN00A039,2
INXXX193,2
IN19A036,2
IN01A018,2
IN01B027_d,2
IN18B026,2
EN00B004,2
TN1a_d,2
INXXX199,2
INXXX194,2
IN18B037,2
INXXX133,2
INXXX146,2
IN11B005,2
INXXX320,2
MNml29,2
IN01A046,2
IN06A031,2
IN06A076_b,2
IN17A034,2
INXXX198,2
IN11A048,2
IN17A035,2
INXXX252,2
IN13A017,2
IN06B049,2
INXXX121,2
IN11A046,2
INXXX083,2
IN07B019,2
IN03A062_d,2
IN00A018,2
IN06A025,2
hDVM MN,2
INXXX285,2
INXXX054,2
IN01B032,2
IN12A021_b,2
INXXX227,2
IN00A042,2
IN12A019_a,2
INXXX142,2
IN01A024,2
IN00A061,2
INXXX235,2
vPR9_b,2
IN08B038,2
MNhm43,2
IN13B020,2
IN06A014,2
INXXX256,2
IN06A035,2
SNpp05,2
MNnm11,2
ANXXX157,2
INXXX206,2
IN17B001,2
IN06A021,2
INXXX300,2
IN04B014,2
INXXX035,2
IN12A034,2
MNad35,2
INXXX249,2
IN08B035,2
IN04B058,2
EN00B003,2
IN06A067_b,2
IN03B038,2
IN16B034,2
