roi,neuron_count
ME_L_col_32_29,833
ME_L_col_30_30,833
ME_L_col_15_08,833
ME_R_col_31_35,833
ME_R_col_32_30,833
ME_L_col_12_20,833
ME_R_col_11_19,833
ME_R_col_10_19,833
LO_R_col_20_19,833
ME_L_col_24_26,833
ME_L_col_29_17,832
ME_L_col_15_24,832
ME_L_col_14_21,832
ME_L_col_16_06,832
ME_L_col_31_27,832
ME_L_col_15_25,832
ME_L_col_09_10,831
ME_L_col_26_33,831
LO_R_col_16_14,831
ME_R_col_06_07,831
ME_R_col_24_24,831
ME_R_col_08_15,831
ME_L_col_27_30,831
ME_L_col_16_22,831
ME_L_col_28_25,830
LO_R_col_16_13,830
LO_R_col_17_18,830
ME_R_col_09_22,830
ME_L_col_32_33,830
ME_L_col_23_26,830
ME_R_col_07_09,830
ME_R_col_20_28,830
ME_L_col_19_24,830
ME_R_col_07_19,830
ME_R_col_20_33,830
ME_L_col_17_28,830
ME_R_col_09_19,830
ME_L_col_20_33,829
ME_R_col_25_35,829
ME_L_col_28_32,829
ME_L_col_29_28,829
ME_R_col_27_36,829
ME_R_col_25_36,829
ME_R_col_07_11,829
ME_L_col_07_12,829
ME_R_col_09_25,829
ME_R_col_08_10,829
ME_R_col_33_33,829
ME_L_col_23_28,828
ME_R_col_08_18,828
ME_R_col_33_31,828
ME_L_col_16_30,828
ME_L_col_31_28,828
ME_R_col_21_08,828
ME_L_col_09_27,827
ME_L_col_30_27,827
ME_R_col_07_14,827
ME_L_col_23_27,827
ME_R_col_08_16,827
ME_R_col_09_06,827
ME_L_col_07_20,827
LO_R_col_22_13,827
LO_R_col_17_12,827
ME_R_col_09_21,827
ME_L_col_07_22,827
ME_L_col_12_26,827
ME_L_col_14_12,827
ME_R_col_32_35,827
ME_R_col_28_27,826
ME_L_col_32_23,826
ME_R_col_15_32,826
ME_R_col_30_24,826
ME_L_col_12_14,826
ME_L_col_11_23,826
ME_L_col_15_05,826
ME_R_col_33_30,826
ME_L_col_15_23,826
ME_L_col_14_26,826
ME_L_col_21_23,826
ME_L_col_24_29,826
ME_L_col_30_34,825
ME_L_col_13_18,825
LO_R_col_17_13,825
ME_R_col_20_25,825
ME_L_col_29_31,824
ME_R_col_34_28,824
ME_L_col_08_12,824
ME_R_col_23_29,824
ME_L_col_24_36,824
ME_R_col_16_32,824
ME_L_col_15_06,824
LO_R_col_21_16,823
ME_L_col_14_20,823
ME_L_col_12_22,823
ME_R_col_29_27,823
ME_R_col_20_27,823
ME_L_col_22_30,823
ME_R_col_27_28,823
ME_R_col_08_17,823
ME_L_col_26_31,823
ME_R_col_27_14,822
ME_R_col_08_13,822
ME_L_col_30_26,822
ME_L_col_27_35,822
ME_R_col_23_28,821
ME_L_col_29_18,821
ME_R_col_24_10,821
ME_R_col_31_29,821
ME_L_col_16_26,821
LO_R_col_26_25,821
ME_L_col_17_27,821
ME_L_col_08_09,821
ME_R_col_08_22,821
ME_L_col_09_21,820
LO_R_col_19_17,820
LO_R_col_21_21,820
ME_L_col_07_10,820
ME_R_col_06_12,820
ME_L_col_07_19,820
ME_R_col_28_30,820
ME_L_col_10_21,820
ME_L_col_11_07,820
ME_R_col_12_05,820
ME_R_col_25_24,820
ME_L_col_21_27,820
ME_R_col_19_06,820
LO_R_col_20_20,819
ME_L_col_18_29,819
ME_L_col_33_29,819
ME_R_col_06_10,818
ME_L_col_11_13,818
ME_R_col_32_21,818
ME_L_col_07_18,818
ME_L_col_16_29,818
ME_L_col_17_05,818
ME_L_col_31_25,818
ME_L_col_19_30,817
ME_L_col_27_25,817
ME_L_col_09_25,817
LO_R_col_23_19,817
ME_L_col_20_25,817
ME_L_col_18_24,817
LO_R_col_22_19,816
ME_L_col_08_13,816
ME_L_col_16_05,816
ME_L_col_10_11,816
ME_L_col_11_05,816
ME_R_col_07_18,816
ME_L_col_32_27,816
ME_L_col_30_36,816
ME_L_col_30_18,816
LO_R_col_19_23,815
ME_L_col_21_35,815
ME_L_col_08_14,815
ME_L_col_12_09,815
ME_R_col_08_24,815
ME_L_col_13_08,815
ME_L_col_33_26,815
ME_L_col_14_25,815
ME_R_col_33_35,815
ME_L_col_11_17,814
ME_L_col_27_32,814
ME_L_col_21_25,814
ME_R_col_07_17,814
ME_L_col_16_24,814
ME_L_col_10_22,814
LO_R_col_12_13,814
LO_R_col_18_16,814
ME_L_col_21_28,814
ME_R_col_09_26,814
ME_L_col_09_19,813
ME_L_col_16_28,813
ME_R_col_08_05,813
ME_R_col_17_33,813
LO_R_col_25_15,813
ME_L_col_08_08,813
ME_L_col_10_05,813
ME_L_col_15_28,813
ME_L_col_11_08,812
ME_L_col_29_35,812
ME_L_col_22_28,812
ME_L_col_18_28,812
ME_L_col_32_22,812
LO_R_col_20_22,812
ME_L_col_19_32,812
ME_R_col_09_05,812
LO_R_col_23_17,811
ME_L_col_12_17,811
ME_L_col_09_16,811
ME_R_col_33_32,811
ME_R_col_08_11,811
ME_L_col_09_06,811
ME_R_col_33_24,811
ME_R_col_09_20,810
ME_R_col_08_07,810
ME_L_col_08_25,810
ME_L_col_30_33,810
ME_L_col_10_12,810
ME_R_col_12_04,810
ME_L_col_13_26,809
ME_L_col_22_29,809
ME_R_col_29_16,809
ME_L_col_20_27,808
LO_R_col_26_24,808
LO_R_col_21_17,808
ME_L_col_14_27,808
ME_R_col_06_11,808
ME_L_col_19_28,808
LO_R_col_15_12,807
ME_L_col_17_31,807
ME_L_col_08_17,807
ME_L_col_32_24,807
ME_L_col_10_13,807
ME_R_col_06_08,806
ME_L_col_08_11,806
ME_L_col_30_35,806
ME_L_col_12_04,806
ME_L_col_29_26,806
ME_L_col_13_24,805
ME_L_col_33_31,805
ME_L_col_14_28,805
ME_L_col_13_19,805
ME_L_col_34_33,805
ME_L_col_12_06,804
ME_L_col_11_20,804
ME_L_col_10_15,804
ME_R_col_06_09,804
ME_L_col_11_26,804
ME_L_col_09_17,804
ME_R_col_08_06,804
ME_L_col_14_04,803
ME_R_col_07_10,803
ME_R_col_05_11,803
ME_R_col_34_32,803
LO_R_col_20_12,803
ME_R_col_15_04,803
ME_L_col_24_27,803
LO_R_col_13_15,803
ME_L_col_10_06,803
ME_L_col_12_25,802
ME_L_col_11_06,802
ME_L_col_20_29,802
LO_R_col_22_17,802
ME_R_col_34_30,802
ME_L_col_21_33,802
ME_L_col_10_23,802
LO_R_col_23_22,801
ME_R_col_33_23,801
LO_R_col_22_24,801
ME_L_col_06_07,801
ME_R_col_08_21,801
ME_L_col_12_16,800
LO_R_col_20_13,800
ME_R_col_27_37,800
LO_R_col_18_17,800
ME_L_col_19_27,800
ME_L_col_13_21,800
ME_L_col_28_15,800
LO_R_col_22_21,799
LO_R_col_18_13,799
ME_L_col_25_34,799
LO_R_col_24_19,799
ME_R_col_05_12,799
ME_L_col_19_31,798
LO_R_col_24_18,798
ME_L_col_20_32,798
ME_L_col_33_25,798
ME_L_col_13_17,798
ME_L_col_08_18,798
ME_L_col_22_32,798
LO_R_col_20_16,798
ME_R_col_16_04,798
ME_L_col_31_34,797
ME_L_col_08_10,797
ME_L_col_10_04,797
ME_L_col_19_29,797
LO_R_col_21_19,797
ME_R_col_09_04,797
ME_R_col_13_04,797
LO_R_col_19_22,797
LO_R_col_23_13,796
ME_L_col_11_21,796
ME_L_col_11_12,796
ME_L_col_17_26,796
ME_R_col_34_27,796
ME_R_col_34_34,796
ME_L_col_31_35,796
LO_R_col_27_25,796
ME_L_col_06_19,795
ME_L_col_22_33,795
ME_L_col_26_35,795
ME_L_col_12_24,795
ME_R_col_29_37,795
ME_L_col_21_32,795
ME_L_col_06_18,794
ME_L_col_12_19,794
ME_L_col_13_25,794
ME_L_col_24_33,794
LO_R_col_27_20,794
ME_L_col_25_11,794
LO_R_col_18_14,794
LO_R_col_26_21,794
ME_L_col_20_28,794
ME_L_col_25_31,793
ME_R_col_25_11,793
ME_L_col_23_31,793
ME_L_col_34_27,793
ME_R_col_29_36,793
LO_R_col_24_15,792
ME_L_col_23_32,792
ME_R_col_07_06,792
ME_L_col_10_14,792
ME_L_col_11_19,792
ME_L_col_10_20,791
LO_L_col_18_14,791
ME_R_col_19_34,791
ME_R_col_30_36,791
LO_R_col_23_24,791
LO_L_col_23_22,791
ME_L_col_33_27,791
ME_R_col_07_16,790
ME_L_col_15_26,790
LO_R_col_13_09,790
ME_R_col_11_29,790
ME_R_col_11_04,790
LO_R_col_18_15,789
ME_L_col_33_30,789
ME_L_col_10_16,789
ME_L_col_28_35,789
ME_L_col_06_14,789
ME_R_col_08_19,789
ME_L_col_07_23,789
LO_R_col_14_11,789
ME_L_col_29_16,789
ME_L_col_06_08,789
ME_L_col_24_30,788
ME_L_col_10_17,788
LO_R_col_19_16,788
ME_L_col_18_27,787
ME_R_col_28_37,787
ME_R_col_24_36,787
ME_L_col_07_09,787
ME_L_col_07_15,787
ME_R_col_05_08,787
ME_R_col_32_36,787
LO_R_col_13_11,786
ME_L_col_10_19,786
ME_L_col_09_05,786
LO_R_col_24_26,786
LO_R_col_16_07,785
LO_R_col_14_09,785
ME_L_col_21_29,785
LO_R_col_15_16,785
ME_L_col_28_33,785
ME_L_col_34_28,785
LO_R_col_16_12,785
ME_L_col_29_36,785
ME_L_col_22_31,784
LO_R_col_24_16,784
LO_R_col_22_18,784
ME_L_col_34_31,784
ME_R_col_05_10,784
ME_L_col_23_30,784
ME_L_col_06_06,783
LO_R_col_22_20,783
ME_R_col_06_16,783
LO_R_col_24_22,783
LO_R_col_20_18,782
ME_R_col_08_20,782
LO_R_col_23_18,782
ME_L_col_15_04,782
LO_R_col_23_16,782
ME_L_col_13_20,782
ME_R_col_34_31,782
LO_R_col_19_11,781
ME_R_col_10_04,781
LO_R_col_20_21,781
ME_R_col_34_29,781
LO_R_col_20_15,781
LO_R_col_20_14,781
LO_R_col_16_11,781
LO_R_col_13_12,781
LO_L_col_24_17,781
ME_R_col_06_17,781
LO_R_col_21_20,780
LO_L_col_28_25,780
ME_L_col_11_04,780
ME_R_col_05_13,780
ME_L_col_08_06,780
ME_L_col_09_15,780
ME_L_col_07_11,780
LO_L_col_19_18,780
LO_L_col_22_18,780
ME_L_col_26_34,780
ME_L_col_14_31,779
ME_L_col_14_03,779
ME_L_col_27_37,779
ME_L_col_14_24,779
ME_L_col_14_23,779
LO_R_col_18_11,779
LO_R_col_17_16,779
ME_R_col_07_20,778
ME_L_col_06_09,778
ME_L_col_07_05,778
LO_R_col_25_22,778
ME_R_col_06_15,778
LO_R_col_28_20,777
ME_L_col_05_14,777
ME_L_col_33_24,777
LO_R_col_21_11,777
ME_R_col_21_35,776
ME_R_col_06_06,776
LO_R_col_21_12,776
ME_L_col_13_30,776
LO_R_col_27_19,776
LO_R_col_28_24,776
ME_R_col_26_37,775
ME_L_col_27_33,775
LO_L_col_17_11,775
ME_L_col_32_26,775
ME_R_col_31_19,775
LO_L_col_23_21,774
ME_R_col_30_37,774
LO_R_col_15_09,774
ME_R_col_33_34,774
ME_L_col_27_36,774
LO_R_col_19_12,773
LO_R_col_22_12,773
ME_R_col_07_05,773
LO_L_col_22_21,773
ME_R_col_34_33,773
LO_R_col_12_08,772
LO_R_col_29_22,772
ME_L_col_31_19,772
LO_R_col_19_13,772
LO_L_col_25_16,772
LO_R_col_21_18,772
LO_R_col_24_14,771
LO_L_col_21_16,771
LO_L_col_18_15,771
ME_R_col_11_03,771
LO_R_col_14_14,771
LO_R_col_14_12,771
ME_R_col_08_04,771
LO_R_col_15_14,771
ME_L_col_08_15,771
ME_L_col_17_29,771
ME_L_col_06_11,771
ME_L_col_11_22,770
ME_L_col_08_16,770
ME_L_col_18_05,770
LO_L_col_22_19,770
ME_L_col_07_07,770
LO_R_col_13_13,770
LO_R_col_25_14,770
LO_R_col_19_20,770
LO_R_col_25_23,770
LO_R_col_18_12,770
LO_L_col_23_18,770
ME_L_col_18_30,769
LO_R_col_23_14,769
LO_R_col_12_10,769
LO_R_col_18_08,769
LO_R_col_16_20,769
ME_L_col_10_18,768
LO_L_col_20_20,768
LO_R_col_13_18,768
LO_R_col_18_24,768
ME_R_col_12_03,768
LO_R_col_23_12,768
ME_L_col_08_05,768
LO_R_col_17_09,767
ME_R_col_07_15,767
ME_L_col_09_13,767
LO_R_col_12_09,767
LO_R_col_21_15,767
LO_L_col_18_16,767
ME_L_col_06_16,767
LO_R_col_22_16,766
ME_R_col_05_09,766
ME_L_col_20_06,766
ME_R_col_23_09,766
ME_L_col_07_06,766
LO_R_col_17_08,766
LO_R_col_25_16,766
LO_R_col_16_15,766
LO_R_col_24_23,765
ME_L_col_07_13,765
ME_R_col_04_09,765
ME_R_col_07_21,765
LO_R_col_16_17,765
LO_R_col_19_10,764
ME_L_col_18_31,764
LO_L_col_18_20,764
ME_L_col_23_33,764
LO_R_col_29_28,764
LO_L_col_18_12,764
LO_R_col_22_22,764
ME_L_col_12_18,764
LO_R_col_18_18,763
LO_R_col_21_22,763
LO_R_col_23_25,763
ME_L_col_28_36,763
LO_R_col_09_10,763
LO_L_col_23_19,763
LO_R_col_25_17,762
LO_L_col_20_17,762
LO_L_col_19_12,762
ME_L_col_09_20,762
LO_R_col_17_17,762
ME_L_col_31_20,762
ME_L_col_06_17,762
ME_L_col_05_07,762
LO_R_col_22_25,762
ME_R_col_31_37,762
LO_R_col_19_21,762
ME_R_col_10_28,761
LO_L_col_15_10,761
LO_L_col_17_12,761
LO_R_col_12_07,761
LO_R_col_19_24,760
ME_R_col_22_08,760
ME_R_col_04_08,760
LO_R_col_27_22,760
ME_L_col_07_08,760
LO_R_col_13_08,760
LO_R_col_22_23,759
LO_L_col_18_19,759
LO_R_col_26_19,759
LO_R_col_16_08,759
ME_L_col_06_12,759
ME_L_col_17_04,759
ME_L_col_08_07,759
ME_L_col_05_12,759
ME_L_col_34_29,759
LO_R_col_21_24,758
LO_R_col_26_26,758
ME_R_col_07_22,758
LO_R_col_13_10,758
ME_L_col_11_16,758
ME_L_col_32_21,758
LO_R_col_23_20,758
ME_L_col_06_15,758
LO_R_col_25_20,757
LO_R_col_20_09,757
LO_L_col_20_15,757
LO_R_col_18_23,757
LO_L_col_16_12,757
LO_L_col_22_26,756
ME_R_col_14_03,756
ME_R_col_05_14,756
ME_L_col_07_04,756
LO_R_col_17_11,756
LO_L_col_21_19,756
LO_L_col_20_21,756
LO_R_col_16_09,756
ME_L_col_22_08,756
LO_R_col_28_19,755
ME_L_col_17_30,755
LO_R_col_18_22,755
LO_L_col_17_14,755
ME_R_col_34_25,754
ME_R_col_05_07,754
LO_R_col_25_19,754
ME_L_col_09_14,754
ME_R_col_26_12,754
ME_R_col_25_37,754
ME_R_col_08_25,754
ME_L_col_15_32,754
LO_R_col_27_23,754
LO_R_col_28_21,754
ME_L_col_31_36,754
LO_R_col_27_24,753
ME_R_col_23_36,753
LO_R_col_15_06,753
LO_L_col_15_18,752
LO_L_col_18_11,752
LO_R_col_17_14,752
LO_R_col_15_11,752
ME_L_col_09_04,752
ME_L_col_07_16,751
LO_R_col_22_10,751
ME_R_col_30_17,751
LO_R_col_24_27,751
LO_L_col_16_10,751
LO_L_col_25_22,750
ME_L_col_34_32,750
ME_R_col_06_19,750
LO_R_col_21_13,750
ME_L_col_08_03,750
ME_L_col_34_30,750
LO_R_col_18_21,750
LO_R_col_14_08,750
LO_R_col_15_13,749
LO_R_col_18_20,749
LO_L_col_13_10,749
ME_L_col_07_17,749
ME_L_col_07_14,749
LO_R_col_21_26,749
LO_L_col_19_14,749
LO_R_col_10_11,749
ME_R_col_33_36,749
LO_R_col_11_12,748
LO_R_col_27_26,748
LO_R_col_25_24,748
LO_R_col_26_16,748
LO_R_col_15_18,747
LO_L_col_24_24,747
ME_L_col_26_12,747
LO_L_col_16_15,747
LO_R_col_25_26,746
ME_R_col_27_13,746
LO_L_col_17_17,746
LO_L_col_16_11,746
LO_R_col_21_14,746
LO_L_col_22_22,746
LO_R_col_24_13,746
ME_L_col_24_32,745
ME_L_col_15_03,745
LO_R_col_14_10,745
LO_R_col_23_15,745
LO_R_col_10_10,744
LO_R_col_17_20,744
ME_L_col_08_20,744
ME_L_col_06_10,744
LO_L_col_19_15,744
LO_R_col_25_25,744
LO_L_col_14_07,744
LO_R_col_16_19,743
ME_L_col_05_08,743
LO_L_col_23_24,743
LO_R_col_13_14,743
LO_R_col_22_15,743
LO_L_col_27_22,743
LO_R_col_19_15,743
LO_R_col_23_27,743
ME_R_col_12_30,742
LO_L_col_20_16,742
LO_R_col_22_11,742
LO_R_col_11_13,742
LO_R_col_26_20,742
LO_L_col_14_10,742
LO_L_col_21_21,742
LO_L_col_29_25,742
ME_L_col_05_11,742
LO_R_col_22_14,741
LO_R_col_18_09,741
LO_R_col_15_10,741
ME_L_col_09_03,741
ME_R_col_06_20,741
ME_R_col_06_18,741
LO_L_col_24_13,741
LO_R_col_12_12,740
LO_L_col_21_15,740
ME_R_col_07_04,739
LO_R_col_14_19,739
ME_L_col_33_34,739
ME_R_col_07_23,739
ME_L_col_05_09,739
ME_R_col_05_06,739
LO_R_col_23_23,738
LO_L_col_24_23,738
LO_R_col_21_25,738
LO_L_col_19_13,738
ME_R_col_34_26,738
LO_R_col_15_20,737
LO_L_col_28_22,737
ME_R_col_04_10,737
LO_R_col_15_08,737
LO_R_col_15_17,737
ME_L_col_23_09,737
ME_L_col_05_15,737
LO_R_col_24_25,737
LO_L_col_22_20,736
ME_R_col_05_16,736
LO_L_col_25_18,736
LO_R_col_26_23,736
LO_L_col_24_25,736
LO_L_col_18_13,736
LO_R_col_17_19,735
ME_L_col_31_18,735
LO_L_col_18_10,735
LO_L_col_25_23,735
LO_R_col_20_10,735
LO_R_col_11_11,735
LO_L_col_25_24,735
LO_L_col_14_08,735
LO_L_col_23_20,735
LO_L_col_24_19,735
LO_R_col_25_27,735
LO_L_col_13_13,735
LO_R_col_22_27,735
LO_R_col_24_24,735
LO_R_col_19_25,734
LO_R_col_19_27,734
LO_R_col_28_25,734
LO_L_col_25_25,734
LO_L_col_13_26,733
LO_L_col_21_17,733
LO_L_col_14_12,732
LO_L_col_15_15,732
ME_L_col_05_16,732
ME_L_col_08_04,732
LO_R_col_12_19,732
LO_R_col_13_16,732
LO_L_col_17_10,732
LO_L_col_21_20,731
LO_R_col_27_18,731
LO_R_col_16_18,731
ME_R_col_10_03,731
LO_R_col_16_06,731
LO_R_col_20_11,731
ME_R_col_32_37,731
LO_R_col_10_12,731
LO_R_col_26_28,730
LO_L_col_27_18,730
LO_R_col_17_15,729
ME_R_col_32_20,728
LO_R_col_15_19,728
LO_L_col_19_11,728
LO_L_col_27_27,728
ME_R_col_04_13,728
LO_L_col_15_09,728
LO_R_col_15_07,727
LO_R_col_15_22,727
LO_R_col_12_11,727
LO_R_col_26_17,727
LO_R_col_10_13,727
LO_L_col_17_09,727
ME_R_col_04_11,727
LO_L_col_28_26,726
LO_L_col_26_23,726
ME_R_col_06_05,726
LO_R_col_19_19,726
ME_R_col_35_31,726
LO_L_col_18_21,726
LO_R_col_11_08,726
LO_R_col_13_07,726
ME_R_col_35_28,726
LO_L_col_18_08,725
LO_R_col_26_15,725
ME_R_col_05_05,725
LO_L_col_24_21,725
LO_R_col_26_18,725
LO_R_col_12_14,725
ME_L_col_29_37,725
LO_R_col_12_18,724
LO_R_col_19_09,724
ME_R_col_22_36,724
ME_L_col_13_03,724
LO_L_col_21_18,723
ME_L_col_34_26,723
LO_R_col_12_16,723
ME_R_col_04_07,723
LO_R_col_20_23,722
ME_R_col_13_03,722
LO_R_col_13_17,722
ME_L_col_11_03,721
LO_L_col_23_23,721
LO_R_col_23_26,721
LO_L_col_17_18,721
LO_L_col_21_11,721
LO_R_col_14_13,720
ME_R_col_08_03,720
LO_L_col_24_20,720
LO_L_col_23_25,719
LO_L_col_19_20,719
LO_R_col_25_28,719
LO_R_col_21_28,719
ME_L_col_26_37,719
ME_R_col_20_06,719
LO_R_col_14_17,719
LO_R_col_14_16,719
LO_R_col_15_21,719
LO_R_col_20_27,719
ME_R_col_34_35,719
ME_R_col_21_07,718
ME_L_col_04_10,717
LO_L_col_12_17,717
LO_R_col_14_05,717
LO_R_col_18_10,717
LO_R_col_25_18,717
LO_L_col_14_26,717
LO_L_col_26_16,717
ME_R_col_35_32,716
LO_L_col_15_11,716
LO_R_col_12_23,716
LO_L_col_26_20,716
LO_L_col_24_16,716
ME_L_col_06_13,715
LO_L_col_19_22,715
LO_L_col_23_17,715
LO_R_col_13_05,715
LO_R_col_27_30,715
ME_L_col_28_37,715
LO_L_col_27_19,715
LO_R_col_26_27,715
ME_R_col_35_29,715
LO_L_col_11_12,715
ME_L_col_04_11,714
LO_R_col_30_23,714
LO_L_col_20_18,714
ME_R_col_35_33,713
LO_R_col_28_23,713
LO_L_col_13_15,713
LO_R_col_28_22,713
LO_L_col_24_22,713
LO_L_col_22_14,713
ME_R_col_06_04,713
ME_R_col_29_38,713
ME_R_col_35_30,713
ME_L_col_10_03,713
LO_L_col_16_16,712
LO_R_col_18_19,712
LO_L_col_18_17,712
LO_L_col_18_18,712
LO_R_col_16_16,712
LO_L_col_17_07,712
LO_L_col_25_17,712
LO_R_col_27_27,712
ME_L_col_12_03,712
LO_L_col_14_09,712
LO_R_col_13_20,711
ME_R_col_31_18,711
LO_L_col_23_14,711
ME_L_col_35_30,711
ME_L_col_32_35,711
LO_R_col_11_07,711
LO_R_col_08_04,711
LO_L_col_19_10,711
LO_L_col_26_24,711
LO_R_col_16_10,711
LO_L_col_25_15,710
LO_R_col_11_09,710
LO_L_col_22_23,710
LO_R_col_11_14,710
LO_L_col_24_18,710
LO_R_col_18_25,710
LO_R_col_17_22,710
LO_L_col_15_19,710
ME_L_col_05_10,710
LO_R_col_16_21,710
LO_L_col_18_09,709
LO_L_col_18_23,709
LO_L_col_20_22,709
LO_L_col_22_17,709
ME_L_col_27_13,708
ME_R_col_04_06,708
LO_R_col_17_07,708
LO_R_col_29_24,708
LO_L_col_29_21,708
LO_L_col_17_15,708
LO_R_col_17_10,708
ME_L_col_05_13,707
LO_L_col_21_23,707
LO_L_col_19_17,707
LO_L_col_16_14,707
LO_L_col_12_18,707
LO_L_col_19_19,707
LO_R_col_28_29,706
LO_R_col_27_21,706
ME_R_col_09_03,706
ME_R_col_04_14,706
ME_R_col_09_27,706
ME_R_col_18_05,706
LO_L_col_12_15,705
LO_R_col_09_11,705
LO_L_col_16_17,705
ME_L_col_07_03,705
ME_R_col_33_22,705
ME_R_col_04_12,705
LO_R_col_11_10,705
LO_L_col_26_22,705
LO_R_col_13_04,705
LO_L_col_21_14,705
LO_R_col_14_06,705
LO_L_col_16_21,705
LO_L_col_22_27,705
LO_R_col_14_20,705
LO_R_col_30_28,705
LO_L_col_17_13,704
LO_R_col_12_15,704
LO_L_col_14_11,704
LO_R_col_14_18,704
LO_L_col_13_14,703
LO_L_col_14_16,703
LO_L_col_16_09,703
LO_R_col_08_08,703
ME_L_col_16_04,703
LO_L_col_12_16,703
LO_R_col_24_21,703
LO_R_col_26_22,702
LO_R_col_24_20,702
LO_R_col_17_21,702
LO_L_col_15_16,702
EB,702
LO_L_col_26_15,702
LO_R_col_11_18,701
AME(R),701
ME_R_col_18_34,701
LO_L_col_17_19,701
LO_R_col_12_06,701
ME_R_col_05_17,701
LO_R_col_23_21,701
LO_L_col_09_10,701
LO_R_col_11_17,701
LO_R_col_20_25,701
LO_R_col_16_22,700
ME_L_col_06_05,700
LO_R_col_30_21,700
LO_L_col_13_05,700
ME_L_col_34_34,700
LO_R_col_22_26,700
ME_R_col_19_05,700
LO_R_col_19_26,700
LO_R_col_13_19,700
LO_L_col_22_16,700
LO_L_col_21_22,699
LO_L_col_23_15,699
ME_R_col_05_15,699
LO_R_col_15_15,699
LO_L_col_26_18,699
LO_L_col_29_24,699
LO_L_col_16_18,699
LO_R_col_13_06,699
LO_R_col_31_27,698
LO_L_col_17_22,698
LO_R_col_14_15,698
LO_L_col_14_20,698
ME_L_col_12_30,698
LO_L_col_13_16,698
LO_R_col_29_25,698
ME_L_col_32_36,697
LO_R_col_26_29,697
LO_L_col_14_18,697
LO_L_col_15_20,697
LO_L_col_15_12,697
LO_R_col_09_08,697
LO_L_col_12_13,697
LO_L_col_20_11,697
LO_L_col_11_13,696
LO_L_col_22_13,696
LO_R_col_27_28,696
LO_L_col_12_12,696
LO_L_col_15_06,696
LO_L_col_13_09,696
LO_L_col_17_08,696
ME_R_col_20_35,696
LO_R_col_14_21,695
ME_R_col_03_08,695
ME_L_col_04_09,695
LO_R_col_10_16,695
ME_R_col_16_33,695
LO_L_col_11_19,694
ME_L_col_35_29,694
LO_R_col_20_26,694
LO_L_col_21_10,694
ME_L_col_19_05,694
LO_R_col_28_28,694
ME_R_col_05_04,693
LO_L_col_15_13,693
ME_L_col_21_07,693
LO_L_col_25_28,693
LO_L_col_27_26,693
LO_R_col_09_07,693
LO_R_col_18_29,693
LO_L_col_20_10,693
LO_R_col_09_14,693
ME_L_col_06_04,692
LO_L_col_14_17,692
ME_L_col_33_35,692
ME_L_col_23_36,692
LO_L_col_26_30,692
LO_L_col_17_23,692
LO_R_col_16_23,692
LO_R_col_07_09,692
ME_L_col_04_12,692
LO_L_col_21_26,691
LO_L_col_21_12,691
LO_R_col_20_24,691
LO_R_col_28_27,691
ME_L_col_05_06,691
LO_L_col_13_12,691
ME_L_col_30_17,690
ME_R_col_14_32,690
LO_L_col_20_26,690
LO_L_col_17_16,690
LO_L_col_19_08,690
LO_L_col_15_14,689
LO_R_col_11_16,689
LO_L_col_27_17,689
LO_L_col_09_21,689
LO_L_col_28_21,689
LO_L_col_25_21,689
LO_L_col_21_24,689
LO_L_col_25_19,689
LO_R_col_28_26,689
LO_R_col_17_24,689
LO_R_col_29_21,689
LO_L_col_20_12,689
LO_L_col_25_29,689
ME_L_col_30_37,689
ME_R_col_17_04,689
LO_L_col_18_07,689
LO_R_col_21_23,689
LO_R_col_29_27,689
ME_L_col_04_07,688
LO_R_col_17_06,688
LO_R_col_27_17,688
ME_R_col_07_03,688
LO_L_col_22_11,688
LO_L_col_13_20,688
LO_L_col_17_20,688
LO_R_col_29_23,688
LO_L_col_12_10,688
LO_L_col_11_11,688
LO_L_col_23_13,688
ME_R_col_28_38,687
LO_R_col_26_30,687
ME_R_col_30_38,687
LO_L_col_24_29,687
LO_L_col_22_12,687
LO_L_col_24_28,687
LO_L_col_14_13,686
LO_L_col_28_28,686
LO_L_col_21_09,686
LO_R_col_18_27,685
LO_R_col_07_07,685
LO_L_col_13_11,685
LO_L_col_16_20,685
LO_R_col_31_26,685
LO_R_col_30_24,685
LO_R_col_10_06,684
LO_R_col_19_29,684
LO_R_col_23_11,684
LO_R_col_18_26,683
LO_R_col_12_17,683
LO_L_col_16_13,683
LO_L_col_12_11,683
LO_R_col_27_16,682
LO_L_col_20_23,682
LO_R_col_11_05,682
LO_R_col_11_06,682
LO_L_col_28_27,682
LO_L_col_18_22,682
LO_L_col_11_09,682
LO_L_col_19_21,682
LO_L_col_26_25,682
LO_L_col_11_17,682
LO_R_col_09_05,682
LO_L_col_12_19,682
ME_L_col_32_34,681
LO_L_col_14_05,681
LO_R_col_24_28,681
LO_L_col_22_15,681
LO_R_col_23_29,681
LO_R_col_08_11,681
LO_R_col_21_27,681
ME_L_col_04_06,680
LO_L_col_11_16,680
LO_L_col_14_19,680
LO_R_col_21_10,680
LO_L_col_22_25,680
LO_R_col_23_28,680
LO_R_col_29_20,680
LO_L_col_25_20,680
LO_L_col_28_20,679
LO_L_col_26_27,679
LO_L_col_16_06,679
LO_R_col_09_15,679
LO_L_col_10_11,679
LO_L_col_30_24,679
LO_L_col_20_13,679
LO_R_col_21_29,678
LO_R_col_29_18,678
ME_R_col_28_14,678
LO_L_col_31_23,678
