roi,neuron_count
LO_L_col_27_23,677
LO_L_col_26_19,677
LO_R_col_21_30,677
LO_R_col_28_18,677
LO_R_col_22_29,677
LO_L_col_16_19,676
ME_L_col_04_14,676
LO_L_col_23_26,676
ME_R_col_13_31,676
LO_R_col_13_21,676
LO_L_col_13_21,676
LO_R_col_10_07,676
LO_L_col_26_17,676
LO_R_col_06_10,676
LO_R_col_17_27,676
LO_R_col_14_07,675
LO_L_col_19_09,675
ME_R_col_34_36,675
ME_R_col_03_09,675
ME_R_col_03_07,675
LO_R_col_12_05,675
LO_L_col_27_29,675
LO_L_col_13_18,674
LO_R_col_09_09,674
LO_L_col_27_14,674
LO_L_col_25_26,674
LO_R_col_09_16,674
LO_L_col_19_16,674
LO_R_col_17_25,674
LO_R_col_18_30,674
LO_L_col_14_15,674
LO_R_col_15_30,673
ME_L_col_33_23,673
ME_L_col_25_10,673
LO_L_col_13_19,673
ME_L_col_05_17,673
LO_L_col_24_15,672
LO_R_col_09_12,672
LO_L_col_30_25,672
ME_R_col_27_38,672
LO_R_col_20_29,672
LO_R_col_20_31,672
ME_R_col_35_34,672
ME_R_col_24_37,672
LO_L_col_13_25,672
LO_L_col_14_14,671
LO_R_col_29_29,671
LO_R_col_27_29,671
ME_R_col_06_03,671
LO_L_col_20_09,671
LO_L_col_14_22,671
LO_R_col_25_30,671
LO_L_col_24_14,671
LO_R_col_18_28,671
LO_R_col_17_28,671
LO_R_col_06_07,671
LO_R_col_09_06,670
LO_R_col_13_22,670
LO_L_col_20_25,670
LO_R_col_09_13,670
LO_R_col_09_19,670
LO_R_col_26_14,670
LO_L_col_14_06,670
LO_R_col_22_30,670
ME_L_col_13_31,670
ME_L_col_11_02,669
ME_L_col_16_03,669
LO_L_col_15_08,668
LO_R_col_10_23,668
LO_L_col_15_24,668
LO_L_col_17_21,668
LO_R_col_07_05,668
LO_R_col_24_12,668
LO_R_col_10_09,668
LO_L_col_26_21,667
LO_L_col_24_26,667
LO_R_col_25_29,667
LO_R_col_10_05,667
LO_L_col_12_09,667
LO_R_col_08_13,667
ME_L_col_35_32,667
LO_R_col_29_26,666
LO_L_col_15_07,666
LO_L_col_12_07,666
ME_L_col_05_05,666
LO_R_col_14_25,666
LO_L_col_13_17,666
LO_L_col_26_14,666
ME_L_col_04_08,666
LO_R_col_18_06,666
LO_R_col_19_28,666
LO_R_col_12_22,666
ME_L_col_14_02,666
LO_R_col_17_23,665
LO_R_col_13_24,665
LO_R_col_19_30,665
LO_R_col_16_26,665
LO_R_col_24_30,665
LO_R_col_22_28,665
ME_R_col_29_15,665
LO_R_col_29_19,665
LO_R_col_31_28,665
LO_R_col_17_26,665
LO_R_col_29_31,665
LO_R_col_12_20,664
LO_L_col_11_18,664
LO_R_col_30_31,664
LO_R_col_08_12,664
ME_L_col_04_13,664
LO_L_col_12_14,664
LO_L_col_29_30,664
LO_R_col_13_23,664
LO_L_col_27_25,664
LO_L_col_16_08,664
ME_R_col_11_02,664
LO_R_col_08_09,664
LO_R_col_10_22,664
LO_L_col_23_28,663
LO_L_col_28_19,663
LO_L_col_27_30,663
LO_L_col_19_23,663
LO_L_col_26_29,663
LO_R_col_16_25,663
LO_L_col_16_07,663
ME_R_col_15_03,663
LO_L_col_20_24,662
LO_L_col_30_23,662
ME_R_col_34_24,662
LO_L_col_15_17,662
LO_R_col_30_27,662
LO_R_col_11_15,662
LO_R_col_07_08,662
LO_L_col_20_28,661
LO_L_col_11_08,661
LO_R_col_07_13,661
ME_R_col_10_02,661
ME_L_col_13_02,661
LO_L_col_13_23,660
ME_L_col_06_20,660
LO_R_col_10_15,660
LO_L_col_12_08,660
LO_L_col_10_06,660
ME_L_col_03_08,659
LO_L_col_29_26,659
ME_R_col_03_10,659
LO_L_col_12_06,659
LO_L_col_11_25,659
ME_L_col_25_37,659
LO_L_col_11_06,658
LO_L_col_20_27,658
LO_R_col_18_07,658
LO_L_col_10_09,658
LO_L_col_21_25,658
LO_L_col_22_28,658
LO_R_col_11_22,658
LO_R_col_28_30,658
LO_R_col_09_04,658
LO_R_col_10_14,658
LO_L_col_15_22,657
ME_R_col_03_12,657
LO_L_col_15_21,657
LO_L_col_11_14,657
LO_L_col_10_13,657
LO_R_col_11_19,657
LO_L_col_12_22,657
LO_L_col_14_23,656
LO_R_col_08_07,656
LO_L_col_23_29,656
LO_R_col_31_29,656
LO_L_col_30_26,656
LO_L_col_29_31,656
LO_R_col_11_25,656
LO_L_col_26_26,656
LO_L_col_13_08,655
ME_L_col_35_31,655
LO_R_col_30_25,655
LO_R_col_26_32,655
LO_L_col_27_16,655
LO_L_col_25_30,654
LO_L_col_29_22,654
LO_R_col_08_06,654
LO_L_col_09_06,654
LO_L_col_14_25,654
LO_R_col_15_25,653
LO_R_col_08_05,653
LO_R_col_07_06,653
LO_R_col_10_18,653
LO_L_col_23_27,653
LO_L_col_11_20,653
LO_R_col_30_29,653
LO_R_col_14_26,653
LO_R_col_13_27,653
LO_L_col_16_26,652
LO_L_col_23_12,652
LO_R_col_24_29,652
LO_R_col_31_25,652
LO_L_col_10_17,652
LO_L_col_10_14,652
LO_R_col_32_27,652
LO_R_col_30_26,652
LO_R_col_14_23,651
ME_L_col_05_04,651
ME_R_col_09_02,651
ME_L_col_03_09,651
LO_R_col_23_30,651
LO_L_col_13_27,651
LO_R_col_08_16,651
LO_L_col_22_10,651
LO_L_col_15_27,650
LO_L_col_13_22,650
ME_R_col_04_15,650
LO_R_col_07_12,650
LO_R_col_10_17,649
LO_R_col_14_04,649
LO_L_col_17_29,649
LO_L_col_11_07,649
LO_R_col_19_31,649
LO_R_col_22_09,649
LO_L_col_09_22,649
LO_R_col_10_24,649
LO_L_col_16_28,648
LO_R_col_16_28,648
LO_R_col_14_22,648
LO_R_col_14_30,648
ME_L_col_18_04,648
LO_L_col_14_27,648
LO_L_col_09_07,647
LO_R_col_26_31,647
LO_L_col_27_20,647
LO_R_col_11_04,647
LO_R_col_30_32,647
LO_L_col_16_29,646
LO_R_col_10_04,646
ME_L_col_09_02,646
LO_R_col_16_29,645
LO_L_col_10_18,645
LO_R_col_08_14,645
LO_L_col_16_22,645
LO_L_col_13_06,645
LO_R_col_24_31,645
LO_R_col_12_04,645
LO_R_col_16_05,644
LO_R_col_19_08,644
LO_L_col_16_23,644
LO_R_col_09_17,644
LO_R_col_14_27,644
LO_R_col_10_03,644
LO_L_col_20_19,644
LO_L_col_30_22,643
ME_R_col_03_11,643
LO_R_col_11_23,643
LO_R_col_07_15,643
LO_R_col_12_26,643
LO_L_col_21_13,643
LO_L_col_08_07,643
LO_L_col_28_31,642
LO_L_col_10_23,642
LO_R_col_21_09,642
LO_L_col_12_05,642
LO_L_col_08_09,642
LO_L_col_09_08,642
ME_L_col_28_14,642
LO_L_col_09_13,642
LO_L_col_19_27,642
LO_L_col_25_13,641
LO_R_col_11_21,641
ME_L_col_03_10,641
LO_R_col_12_24,641
LO_L_col_09_11,641
LO_R_col_09_20,641
LO_R_col_18_31,641
LO_R_col_11_24,641
LO_L_col_11_10,641
LO_L_col_31_24,641
LO_L_col_28_17,641
LO_R_col_31_22,641
LO_L_col_22_29,640
LO_R_col_27_15,640
LO_R_col_11_20,640
LO_L_col_18_30,640
LO_L_col_20_14,640
LO_L_col_19_25,640
LO_R_col_09_23,639
LO_R_col_17_29,639
LO_L_col_18_24,639
LO_L_col_24_12,638
LO_L_col_10_07,638
LO_L_col_27_28,638
LO_L_col_10_22,638
LO_R_col_25_32,638
LO_L_col_10_20,638
LO_L_col_10_12,638
LO_R_col_28_31,638
LO_R_col_15_26,637
LO_L_col_08_08,637
LO_R_col_07_10,637
LO_R_col_15_23,637
LO_R_col_27_31,637
LO_L_col_21_30,637
LO_R_col_31_31,637
LO_L_col_21_27,637
LO_R_col_21_32,636
LO_R_col_06_05,636
LO_L_col_10_21,635
ME_R_col_04_05,635
LO_L_col_09_14,635
LO_R_col_20_30,635
LO_L_col_14_21,635
LO_R_col_13_25,634
LO_R_col_12_25,634
LO_L_col_29_20,634
LO_L_col_19_26,634
LO_R_col_06_06,634
ME_R_col_32_19,634
LO_R_col_09_03,634
LO_L_col_22_24,633
LO_R_col_09_22,633
LO_L_col_12_26,633
LO_L_col_28_18,633
LO_L_col_18_27,633
ME_L_col_08_02,633
LO_L_col_23_30,632
LO_R_col_17_30,632
LO_R_col_25_13,632
LO_L_col_16_25,632
LO_R_col_29_30,632
LO_R_col_07_14,631
LO_L_col_11_24,631
LO_L_col_10_19,631
LO_L_col_28_23,631
LO_R_col_25_31,631
LO_R_col_06_13,631
LO_R_col_15_05,631
ME_R_col_35_27,631
LO_L_col_19_31,631
LO_L_col_26_28,631
LO_R_col_06_11,631
LO_R_col_10_08,631
LO_R_col_07_11,630
LO_R_col_10_19,630
LO_R_col_32_28,630
ME_L_col_34_35,630
LO_L_col_22_30,630
ME_L_col_06_21,630
ME_R_col_30_16,630
LO_R_col_16_24,630
LO_R_col_16_27,630
LO_L_col_15_26,629
LO_L_col_12_23,629
LO_L_col_11_15,629
LO_L_col_21_28,629
LO_R_col_31_24,628
LO_L_col_29_28,628
LO_L_col_10_10,628
LO_L_col_10_05,628
LO_L_col_20_30,628
LO_L_col_30_31,627
ME_R_col_03_13,627
LO_L_col_27_24,627
LO_R_col_28_32,627
LO_R_col_13_26,626
LO_L_col_12_20,626
LO_L_col_14_02,626
LO_R_col_08_10,626
LO_L_col_18_25,626
LO_L_col_13_02,626
LO_R_col_10_21,626
LO_L_col_25_27,626
LO_L_col_10_16,625
LO_L_col_12_04,625
LO_R_col_15_24,625
LO_L_col_18_06,625
LO_L_col_20_08,625
LO_L_col_27_21,625
LO_L_col_22_09,624
LO_L_col_10_15,624
LO_L_col_29_27,624
ME_R_col_33_37,624
LO_L_col_08_10,624
LO_L_col_10_08,624
LO_L_col_23_11,624
ME_R_col_05_18,623
LO_L_col_27_15,623
LO_R_col_20_28,623
LO_L_col_12_24,623
LO_L_col_31_27,623
LO_R_col_11_26,622
LO_L_col_16_27,622
LO_R_col_10_20,622
LO_L_col_09_09,622
ME_L_col_35_28,622
LO_L_col_12_21,622
ME_R_col_05_20,621
LO_L_col_16_05,621
LO_L_col_17_24,621
LO_L_col_28_24,621
LO_R_col_14_24,621
LO_R_col_09_18,621
LO_R_col_06_15,621
LO_R_col_10_25,621
LO_R_col_12_27,621
ME_L_col_03_11,621
LO_R_col_09_21,621
LO_L_col_19_07,621
LO_L_col_25_31,621
LO_R_col_27_33,620
LO_R_col_14_29,620
ME_R_col_34_23,620
LO_R_col_06_09,620
LO_R_col_27_32,620
LO_L_col_11_23,620
ME_L_col_24_09,619
ME_R_col_33_21,619
ME_L_col_12_02,619
LO_R_col_18_05,619
LO_L_col_12_27,619
ME_R_col_08_02,618
LO_L_col_17_28,618
LO_R_col_29_32,618
LO_L_col_19_24,618
LO_R_col_32_26,618
LO_R_col_31_32,618
LO_R_col_22_33,618
LO_L_col_26_31,618
LO_L_col_07_18,617
LO_R_col_23_33,617
LO_R_col_08_17,617
LO_L_col_11_05,617
LO_R_col_31_21,617
LO_L_col_17_06,616
LO_L_col_12_25,616
ME_L_col_20_35,616
ME_R_col_31_38,616
LO_L_col_30_20,616
LO_R_col_32_30,616
LO_R_col_11_03,616
LO_R_col_22_32,615
LO_L_col_09_16,615
ME_R_col_10_29,615
LO_L_col_25_14,615
LO_L_col_11_22,615
ME_L_col_31_37,614
ME_L_col_10_02,614
LO_L_col_08_06,614
ME_R_col_03_06,614
ME_R_col_12_02,614
LO_R_col_14_28,613
LO_L_col_31_28,613
LO_R_col_32_29,613
LO_L_col_18_04,613
ME_R_col_05_19,612
LO_L_col_09_23,612
LO_L_col_25_11,612
LO_L_col_24_31,612
LO_R_col_05_08,612
LO_R_col_19_07,612
LO_R_col_10_26,612
LO_L_col_19_28,612
LO_R_col_31_23,612
LO_L_col_18_31,611
LO_R_col_23_31,611
LO_R_col_08_21,611
LO_R_col_15_27,611
LO_R_col_08_20,611
LO_R_col_28_17,611
LO_L_col_29_23,611
LO_L_col_24_11,610
LO_R_col_08_15,610
LO_R_col_24_32,610
LO_R_col_23_10,610
LO_L_col_17_26,610
NO,610
ME_L_col_35_33,610
LO_L_col_20_07,609
LO_L_col_23_16,609
LO_L_col_13_28,609
LO_L_col_17_27,609
LO_R_col_24_11,609
LO_L_col_18_28,609
LO_L_col_07_07,609
LO_L_col_21_08,609
LO_L_col_15_05,609
LO_L_col_19_32,609
ME_L_col_32_20,608
LO_L_col_14_04,607
LO_L_col_22_08,607
LO_R_col_27_14,607
LO_R_col_17_31,607
LO_R_col_26_34,606
LO_L_col_21_29,606
LO_R_col_30_30,606
ME_R_col_04_16,606
LO_R_col_32_31,606
ME_R_col_26_38,605
LO_R_col_13_28,605
LO_L_col_30_21,605
LO_R_col_31_30,605
LO_L_col_17_25,604
LO_L_col_31_25,604
LO_L_col_11_26,603
LO_L_col_15_23,603
LO_L_col_07_06,603
LO_L_col_08_13,603
LO_L_col_14_28,603
LO_R_col_05_07,602
LO_R_col_26_33,602
LO_R_col_13_03,602
ME_L_col_06_03,602
ME_L_col_35_27,602
LO_L_col_16_24,601
ME_L_col_16_33,600
LO_L_col_17_30,600
LO_R_col_07_16,600
LO_R_col_09_24,600
LO_R_col_12_21,599
LO_R_col_30_22,599
LO_L_col_07_09,599
ME_L_col_14_32,598
LO_R_col_30_20,598
LO_R_col_15_31,598
LO_L_col_07_08,598
LO_R_col_15_29,598
LO_R_col_28_33,597
LO_L_col_13_04,597
LO_R_col_07_17,597
ME_L_col_04_15,597
LO_L_col_29_29,596
LO_R_col_17_05,596
LO_L_col_20_29,596
LO_L_col_08_15,596
LO_L_col_19_29,596
LO_L_col_09_04,596
LO_L_col_09_05,596
ME_L_col_33_36,595
LO_L_col_28_30,595
LO_R_col_14_03,595
ME_R_col_31_17,595
LO_R_col_05_09,595
LO_R_col_05_10,595
LO_L_col_27_32,595
LO_L_col_24_27,595
LO_L_col_31_31,595
LO_R_col_28_34,594
LO_R_col_29_34,594
LO_L_col_09_12,594
ME_R_col_13_02,594
LO_R_col_07_04,594
LO_R_col_08_18,594
LO_R_col_08_22,594
LO_L_col_16_30,594
LO_L_col_31_29,594
LO_R_col_05_06,594
ME_L_col_29_15,594
ME_R_col_07_24,593
LO_R_col_21_31,593
LO_L_col_18_26,593
LO_L_col_19_06,592
ME_R_col_04_04,592
LO_L_col_09_19,592
LO_L_col_29_19,592
LO_R_col_32_25,592
LO_L_col_32_29,592
LO_L_col_07_14,592
ME_R_col_35_35,592
LO_L_col_08_14,591
LO_R_col_20_08,591
LO_R_col_30_33,591
LO_R_col_21_08,591
LO_L_col_13_24,591
LO_L_col_08_12,591
LO_L_col_27_13,591
LO_L_col_23_10,591
LO_L_col_28_29,590
LO_R_col_06_14,590
LO_L_col_12_03,590
LO_R_col_20_32,590
LO_L_col_14_24,590
LO_R_col_11_27,589
LO_L_col_11_04,589
LO_L_col_26_34,589
LO_L_col_31_30,588
LO_R_col_08_19,588
LO_R_col_06_08,588
LO_R_col_11_28,588
LO_L_col_07_12,588
LO_L_col_18_29,588
ME_R_col_35_26,587
LO_R_col_08_03,587
ME_R_col_27_12,586
LO_L_col_32_24,586
LO_R_col_25_34,586
LO_R_col_07_20,586
LO_L_col_25_35,586
LO_R_col_12_28,586
ME_L_col_03_07,586
LO_L_col_17_05,585
LO_R_col_32_24,585
LO_L_col_31_26,585
ME_R_col_07_02,585
LO_L_col_13_29,585
ME_L_col_18_34,585
LO_L_col_24_30,584
ME_R_col_18_04,584
LO_L_col_08_05,584
LO_R_col_33_29,584
LO_R_col_16_30,584
LO_R_col_24_33,584
LO_L_col_30_27,584
LO_R_col_06_04,584
LO_R_col_13_29,583
LO_L_col_25_12,583
LO_L_col_11_21,583
ME_R_col_16_03,583
LO_R_col_33_30,583
LO_L_col_08_16,583
LO_L_col_15_28,583
LO_L_col_09_17,582
ME_L_col_33_22,582
LO_R_col_22_31,582
LO_L_col_22_31,581
LO_L_col_07_15,581
LO_L_col_06_10,581
LO_R_col_15_28,581
LO_L_col_06_07,580
LO_L_col_07_19,580
LO_R_col_27_34,580
LO_R_col_04_08,580
LO_L_col_10_24,580
LO_L_col_08_04,579
LO_R_col_23_09,579
LO_L_col_07_11,579
LO_R_col_05_04,579
LO_L_col_28_32,578
ME_L_col_34_25,578
LO_L_col_30_32,578
LO_L_col_08_17,577
LO_L_col_17_32,577
LO_L_col_28_33,576
LO_L_col_15_25,576
LO_L_col_29_32,576
ME_R_col_25_10,576
LO_L_col_09_15,576
LO_L_col_08_21,576
LO_L_col_27_33,576
LO_R_col_32_23,576
LO_L_col_21_34,575
LO_L_col_19_30,575
LO_R_col_06_12,575
LO_L_col_23_31,574
LO_L_col_15_04,574
LO_L_col_13_03,574
LO_L_col_08_19,574
LO_L_col_09_20,574
LO_L_col_17_31,574
LO_L_col_14_29,574
LO_L_col_16_31,573
LO_R_col_11_02,573
LO_L_col_15_30,573
ME_R_col_06_21,572
LO_L_col_32_28,572
LO_R_col_31_33,571
LO_R_col_29_17,571
LO_L_col_21_31,571
LO_L_col_09_03,571
LO_L_col_22_33,571
LO_L_col_07_10,571
LO_R_col_05_11,571
LO_R_col_16_31,571
LO_R_col_25_12,570
ME_L_col_03_12,570
LO_L_col_25_34,570
LO_L_col_32_30,570
LO_L_col_08_11,570
LO_L_col_24_32,569
LO_L_col_15_29,569
ME_L_col_07_02,569
LO_R_col_26_13,569
LO_R_col_21_33,569
LO_R_col_33_28,568
LO_L_col_30_30,568
LO_L_col_29_18,568
LO_L_col_27_31,568
LO_L_col_06_09,568
LO_R_col_07_03,568
LO_R_col_06_18,568
ME_L_col_04_05,568
LO_L_col_13_07,568
LO_R_col_25_33,567
ME_R_col_23_08,567
LO_R_col_05_05,567
LO_L_col_33_30,566
LO_L_col_26_35,566
LO_L_col_10_26,566
LO_R_col_19_32,566
LO_L_col_05_07,566
LO_L_col_29_17,566
LO_L_col_30_28,566
LO_L_col_15_31,566
LO_R_col_23_32,566
LO_R_col_30_18,565
LO_L_col_14_03,565
LO_L_col_06_08,565
ME_R_col_02_08,565
LO_L_col_29_33,565
LO_R_col_29_33,564
LO_L_col_07_16,564
LO_L_col_18_32,564
LO_L_col_15_02,564
LO_R_col_09_25,564
LO_L_col_10_03,563
LO_R_col_10_02,563
LO_L_col_11_03,563
LO_R_col_06_16,563
LO_L_col_32_25,563
ME_R_col_26_11,562
LO_L_col_20_31,562
LO_L_col_08_18,562
LO_R_col_27_35,562
LO_R_col_27_13,562
ME_L_col_08_26,561
LO_R_col_20_33,561
ME_L_col_05_18,561
LO_L_col_25_10,560
LO_R_col_19_06,560
LO_L_col_22_35,560
LO_L_col_07_05,560
LO_L_col_06_13,560
LO_R_col_07_18,560
LO_R_col_30_34,560
LO_R_col_33_31,560
LO_L_col_05_09,560
LO_L_col_23_33,559
LO_R_col_05_15,559
LO_L_col_04_07,558
LO_L_col_09_18,558
LO_L_col_08_20,558
LO_R_col_12_03,558
LO_R_col_28_16,557
ME_R_col_05_03,557
LO_L_col_32_26,556
LO_L_col_07_17,556
LO_L_col_08_23,556
LO_L_col_07_04,555
LO_R_col_04_09,555
LO_L_col_20_32,555
LO_R_col_29_35,555
ME_R_col_14_02,554
LO_L_col_14_30,554
ME_R_col_24_09,554
LO_R_col_07_21,554
LO_L_col_11_27,554
LO_R_col_15_04,554
ME_R_col_08_26,554
LO_R_col_28_35,553
LO_L_col_32_27,553
LO_L_col_30_29,553
LO_L_col_06_18,553
ME_R_col_02_09,553
LO_R_col_16_04,552
LO_L_col_06_11,552
LO_L_col_22_32,552
LO_L_col_28_16,552
LO_L_col_27_34,552
LO_R_col_23_34,551
LO_R_col_26_35,550
LO_R_col_25_11,550
LO_L_col_17_03,550
LO_L_col_12_28,550
LO_L_col_06_12,549
LO_L_col_06_16,549
LO_R_col_19_33,549
ME_R_col_36_32,548
LO_L_col_06_17,548
LO_L_col_26_32,548
LO_L_col_21_32,548
LO_R_col_18_32,547
LO_L_col_18_05,547
LO_L_col_22_34,546
LO_R_col_20_07,546
ME_L_col_05_03,546
LO_R_col_25_35,545
LO_L_col_27_35,545
LO_L_col_11_28,545
LO_L_col_16_32,545
LO_R_col_08_23,544
ME_L_col_03_06,544
LO_L_col_05_08,544
LO_R_col_17_32,544
LO_L_col_06_06,544
LO_R_col_06_19,543
LO_L_col_05_06,543
ME_L_col_32_37,543
LO_L_col_07_13,543
LO_R_col_09_02,542
LO_L_col_25_32,542
LO_L_col_24_10,542
LO_L_col_05_05,542
LO_L_col_16_04,542
LO_L_col_29_34,542
LO_R_col_32_32,541
LO_L_col_24_34,541
LO_R_col_33_27,541
LO_L_col_08_22,541
LO_L_col_26_12,540
LO_R_col_24_34,539
LO_L_col_06_05,539
LO_R_col_28_14,539
LO_L_col_10_04,539
LO_L_col_10_25,539
LO_R_col_14_31,538
LO_R_col_05_13,538
LO_R_col_34_30,538
LO_R_col_04_07,538
LO_R_col_31_20,538
LO_L_col_17_33,537
LO_L_col_28_34,537
LO_L_col_30_19,537
LO_R_col_05_14,536
LO_L_col_05_10,536
LO_R_col_24_35,535
LO_R_col_30_19,535
ME_R_col_36_31,535
LO_R_col_06_03,534
ME_R_col_06_02,534
LO_L_col_18_33,534
LO_R_col_12_29,534
LO_L_col_23_34,533
LO_R_col_04_10,533
LO_L_col_04_06,533
LO_L_col_26_33,533
LO_R_col_18_33,532
LO_L_col_30_33,532
LO_R_col_22_34,532
LO_L_col_05_04,532
ME_L_col_27_38,532
LO_L_col_25_33,532
LO_R_col_07_19,532
LO_R_col_04_06,532
LO_R_col_13_02,531
LO_L_col_23_32,531
LO_L_col_21_07,531
LO_L_col_20_06,530
LO_R_col_12_02,530
LO_R_col_05_12,529
ME_R_col_21_36,529
LO_L_col_32_33,529
ME_R_col_22_07,529
ME_R_col_23_37,527
LO_L_col_15_03,527
LO_L_col_19_05,527
LO_R_col_04_12,526
LO_L_col_19_33,526
ME_R_col_11_30,525
LO_L_col_24_33,525
LO_L_col_07_03,525
ME_L_col_02_09,524
LO_L_col_27_12,524
LO_L_col_07_20,523
LO_R_col_21_07,521
LO_R_col_14_02,520
LO_R_col_32_33,520
ME_R_col_03_14,519
LO_L_col_12_02,519
LO_L_col_30_18,519
ME_R_col_21_06,518
ME_R_col_03_05,518
ME_L_col_29_38,518
LO_L_col_06_04,517
LO_R_col_21_34,517
LO_R_col_23_35,517
LO_L_col_26_36,517
ME_R_col_17_34,516
LO_L_col_32_31,515
LO_L_col_31_22,515
LO_L_col_09_24,515
LO_R_col_30_17,515
LO_L_col_21_33,514
LO_L_col_28_15,514
LO_L_col_20_34,513
LO_L_col_17_04,513
LO_R_col_04_11,513
ME_L_col_11_30,512
ME_L_col_30_16,512
ME_R_col_15_33,512
LO_L_col_11_29,512
LO_L_col_05_11,512
ME_R_col_02_07,511
ME_L_col_02_08,511
LO_L_col_20_05,511
ME_L_col_15_02,510
LO_L_col_32_32,510
LO_R_col_11_01,509
LO_R_col_03_08,509
ME_L_col_34_36,509
ME_L_col_35_34,509
LO_R_col_33_25,509
ME_R_col_09_28,509
LO_L_col_31_32,509
LO_L_col_13_01,509
LO_L_col_11_02,509
LO_L_col_08_03,509
LO_L_col_15_32,508
LO_L_col_30_34,508
ME_L_col_03_13,508
LO_R_col_24_10,508
ME_R_col_36_33,508
LO_L_col_06_15,508
LO_L_col_16_03,508
LO_R_col_28_15,507
ME_R_col_35_25,507
LO_L_col_20_33,507
LO_L_col_31_21,507
ME_L_col_28_38,507
ME_R_col_04_17,507
LO_R_col_30_35,507
LO_L_col_07_21,506
LO_R_col_08_24,505
LO_L_col_05_17,505
LO_L_col_06_14,505
LO_R_col_06_17,505
LO_R_col_33_26,505
LO_L_col_18_34,505
LO_L_col_12_29,505
LO_L_col_28_35,505
LO_R_col_31_34,504
LO_R_col_07_02,504
LO_R_col_15_03,504
LO_L_col_09_25,504
LO_R_col_22_08,503
ME_R_col_32_38,503
LO_R_col_04_13,503
LO_R_col_17_04,502
ME_R_col_02_10,501
LO_L_col_05_15,500
LO_L_col_25_36,500
LO_R_col_34_29,500
LO_L_col_33_31,500
LO_L_col_10_02,500
LO_L_col_33_29,500
LO_R_col_27_36,500
LO_L_col_34_30,499
LO_L_col_04_08,499
LO_R_col_04_14,498
LO_R_col_26_36,498
LO_R_col_13_30,497
LO_L_col_27_36,497
LO_L_col_33_26,497
LO_L_col_28_14,497
LO_R_col_32_34,497
LO_R_col_04_04,496
LO_R_col_29_36,496
LO_R_col_06_02,496
LO_L_col_33_22,495
LO_R_col_10_27,495
LO_R_col_04_05,494
LO_L_col_07_02,494
LO_R_col_06_20,494
LO_R_col_16_32,493
LO_R_col_26_12,493
LO_L_col_33_27,493
LO_L_col_26_13,493
LO_R_col_33_32,493
LO_R_col_18_04,493
LO_R_col_05_16,492
ME_L_col_24_37,492
LO_L_col_24_35,492
ME_L_col_04_16,492
LO_L_col_23_09,492
ME_R_col_19_35,491
ME_R_col_02_11,491
LO_R_col_15_32,491
LO_R_col_33_23,490
ME_R_col_36_34,489
LO_R_col_31_19,489
LO_L_col_21_35,488
ME_R_col_12_31,488
LO_L_col_09_02,488
LO_L_col_33_25,488
LO_L_col_05_13,486
LO_L_col_05_12,485
LO_R_col_24_36,485
ME_R_col_20_05,485
LO_R_col_31_35,485
LO_R_col_22_35,485
ME_R_col_28_13,484
LO_L_col_19_34,484
LO_R_col_28_36,484
LO_R_col_32_20,484
LO_L_col_04_12,483
LO_R_col_03_07,482
LO_R_col_34_31,482
LO_R_col_25_36,482
LO_R_col_32_22,482
LO_R_col_34_28,481
LO_R_col_08_02,481
ME_L_col_22_36,480
ME_L_col_32_19,480
LO_L_col_30_17,479
LO_L_col_12_30,479
LO_L_col_34_26,479
ME_R_col_10_01,479
LO_L_col_05_14,479
LO_L_col_31_33,478
LO_R_col_09_26,477
LO_L_col_08_02,476
LO_L_col_31_20,475
ME_R_col_34_22,474
LO_L_col_28_36,474
LO_L_col_29_35,473
ME_R_col_33_20,473
ME_R_col_36_30,472
LO_R_col_33_24,472
LO_L_col_05_16,472
LO_R_col_32_21,472
LO_L_col_33_23,471
LO_R_col_03_09,471
LO_L_col_06_03,471
LO_L_col_29_16,471
LO_L_col_10_27,470
ME_L_col_34_24,470
LO_R_col_20_34,469
ME_R_col_09_01,469
LO_L_col_33_32,469
LO_L_col_34_28,468
ME_R_col_06_22,468
LO_R_col_15_02,468
ME_R_col_13_32,467
LO_L_col_13_31,467
LO_R_col_33_33,467
LO_L_col_07_22,467
LO_L_col_32_23,466
LO_L_col_30_35,465
LO_L_col_14_31,465
ME_L_col_02_10,465
LO_L_col_13_30,464
ME_L_col_10_29,464
ME_R_col_32_18,463
LO_L_col_04_13,463
LO_L_col_23_35,463
LO_R_col_03_10,462
LO_L_col_26_11,461
LO_L_col_21_06,461
LO_L_col_24_36,460
LO_L_col_04_11,458
LO_R_col_16_03,458
ME_R_col_29_39,457
LO_L_col_35_28,456
LO_L_col_33_24,455
LO_R_col_34_27,455
ME_R_col_30_15,455
LO_R_col_19_34,455
LO_L_col_30_36,454
ME_R_col_29_14,453
ME_L_col_30_38,453
LO_L_col_35_27,452
LO_L_col_16_33,452
ME_L_col_26_11,452
LO_R_col_22_07,452
LO_L_col_31_34,452
LO_R_col_20_06,451
ME_R_col_11_01,450
LO_L_col_04_05,450
LO_L_col_04_10,450
LO_L_col_31_19,449
LO_L_col_27_37,448
LO_L_col_08_24,448
LO_L_col_33_33,447
ME_L_col_35_35,447
LO_L_col_31_36,447
LO_R_col_17_33,446
ME_R_col_12_01,446
ME_R_col_25_38,445
LO_R_col_34_33,445
LO_R_col_17_03,444
LO_L_col_04_09,444
LO_R_col_29_16,444
